SKU,Title,Description,WebDisplay,Product URL,Image URL,price,List Price,Manufacturer,ManufactModel,UPC,Promo Text,Availability,Condition,,
1736207,Finish Line Shop Quality Chain Cleaner Kit,"Finish Line Chain Cleaner Kit quickly and easily cleans your chain by clipping unit onto chain. In only 60 seconds you can have smoother shifting and your drivetrain will look like new.",Bicycles > Drivetrain Tools,1736207/nt,http://www.bicyclebuys.com/productimages/1736207.jpg,24.99,35,Finish Line,C29000101,036121151000,Free Shipping On Orders Over $150.00,Yes,New,,"Finish Line Chain Cleaner Kit quickly and easily cleans your chain by clipping unit onto chain. In only 60 seconds you can have smoother shifting and your drivetrain will look like new."
1736390,Finish Line Anti Seize,"When you do not want your ti components to seize against your aluminum parts. Comes in 3 individualized 15g packages.",Bicycles > Lubricants,1736390/nt,http://www.bicyclebuys.com/productimages/1736390.jpg,3.99,7,Finish Line,,036121210011,Free Shipping On Orders Over $150.00,Yes,New,,"When you do not want your ti components to seize against your aluminum parts. Comes in 3 individualized 15g packages."
1736500,Finish Line Chain Cleaner Rebuild Kit,"Finish Line Chain Cleaner Rebuild Kit. Includes 3 brush pulleys & pins, and scrapers. Works with Finish Line Chain Cleaner only.",Bicycles > Drivetrain Tools,1736500/nt,http://www.bicyclebuys.com/productimages/1736500.jpg,6.99,8,Finish Line,,036121151017,Free Shipping On Orders Over $150.00,Yes,New,,"Finish Line Chain Cleaner Rebuild Kit. Includes 3 brush pulleys & pins, and scrapers. Works with Finish Line Chain Cleaner only."
1715370,Kryptonite EZ Mount Lock BracKIT,"This handy quick realease bracket attaches to most bikes for carrying Kryptonite locks. Easy to install, and it beats lugging a bulky U-lock around in your backpack.",Bicycles > U-Locks,1715370/nt,http://www.bicyclebuys.com/productimages/1715370.jpg,12.99,15,Kryptonite,,,Free Shipping On Orders Over $150.00,Yes,New,,"This handy quick realease bracket attaches to most bikes for carrying Kryptonite locks. Easy to install, and it beats lugging a bulky U-lock around in your backpack."
1729856,Kryptonite Kryptolok Series 2 U-Lock Mini,"Kryptonite Kryptolok Series 2 U-Lock Mini. The mini verision of Kryptolok Series 2.  Compact yet strong with a $1500.00 coverage program.",Bicycles > U-Locks,1729856/nt,http://www.bicyclebuys.com/productimages/1729856.jpg,29.99,37,Kryptonite,000006,720018000006,Free Shipping On Orders Over $150.00,Yes,New,,"Kryptonite Kryptolok Series 2 U-Lock Mini. The mini verision of Kryptolok Series 2.  Compact yet strong with a $1500.00 coverage program."
1729862,Kryptonite Kryptolok Series 2 U-Lock ATB,"Standard Kryptonite U-lock for low to moderate crime areas.  Includes mounting bracket. A wealth of security at a bargain price.  European pick proof type keys.  Anti-Theft up to $1500.00 available.",Bicycles > U-Locks,1729862/nt,http://www.bicyclebuys.com/productimages/1729862.jpg,29.99,40,Kryptonite,999409,720018999386,Free Shipping On Orders Over $150.00,Yes,New,,"Standard Kryptonite U-lock for low to moderate crime areas.  Includes mounting bracket. A wealth of security at a bargain price.  European pick proof type keys.  Anti-Theft up to $1500.00 available."
0129964,Cycleops Mag +Plus Indoor Trainer - Cycleops Trainer,"Cycleops Magnetic Plus Trainer provides adjustable resistance while you are training without getting off the bike.  The integrated unit provides 5 tension setting adjustments.",Bicycles > Indoor Trainers,0129964/nt,http://www.bicyclebuys.com/productimages/0129964-1.jpg,188.99,210,Cycleops,9006,012527002511,Free Shipping On Orders Over $150.00,Yes,New,,"Cycleops Magnetic Plus Trainer provides adjustable resistance while you are training without getting off the bike.  The integrated unit provides 5 tension setting adjustments."
0129965,Cycleops Trainer Bag,"Cycleops Trainer Bag.  The convenient way to take your trainer to rides and races.  Fits all Cycleops trainers.  Comes with 3 smaller inside pockets for a helmet, riser block, etc.",Bicycles > Indoor Trainers,0129965/nt,http://www.bicyclebuys.com/productimages/0129965.jpg,53.99,59.99,Cycleops,9709,012527002603,Free Shipping On Orders Over $150.00,Yes,New,,"Cycleops Trainer Bag.  The convenient way to take your trainer to rides and races.  Fits all Cycleops trainers.  Comes with 3 smaller inside pockets for a helmet, riser block, etc."
0129973,Cycleops Climbing Riser Block," The Cycleops Climbing Riser Block levels and stabilizes the front end of your bike when riding on a trainer. Three height adjustments create three different workout sensations.  Buy multiple blocks to create endless climbing scenarios.",Bicycles > Indoor Trainers,0129973/nt,http://www.bicyclebuys.com/productimages/0129973.jpg,23.39,26,Cycleops,9701,012527002962,Free Shipping On Orders Over $150.00,Yes,New,," The Cycleops Climbing Riser Block levels and stabilizes the front end of your bike when riding on a trainer. Three height adjustments create three different workout sensations.  Buy multiple blocks to create endless climbing scenarios."
18X175TU,Avenir 18x175-2.125 Tube Schrader,"Avenir 18x175 Tube Schrader valve.  We pride our selves on having a large inventory of bicycle parts to meet everyones cycling needs.",Bicycles > Tubes,18X175TU/nt,http://www.bicyclebuys.com/productimages/tube.jpg,3.5,10,Avenir,,791964299950,Free Shipping On Orders Over $150.00,Yes,New,,"Avenir 18x175 Tube Schrader valve.  We pride our selves on having a large inventory of bicycle parts to meet everyones cycling needs."
16X175TU,16x175 Tube Schrader,"16x175 Tube Schrader valve.  We pride our selves on having a large inventory of bicycle parts to meet everyones cycling needs.",Bicycles > Tubes,16X175TU/nt,http://www.bicyclebuys.com/productimages/tube.jpg,3.99,8.5,Avenir,001/3004,748071006315,Free Shipping On Orders Over $150.00,Yes,New,,"16x175 Tube Schrader valve.  We pride our selves on having a large inventory of bicycle parts to meet everyones cycling needs."
20X175TU,Avenir 20x1.50-1.95 Tube Schrader,"Avenir 20 x 1.50 - 1.95 Tube Schrader. We pride our selves on having a large inventory of bicycle parts to meet everyones cycling needs.",Bicycles > Tubes,20X175TU/nt,http://www.bicyclebuys.com/productimages/tube.jpg,3.99,9,Avenir,144373,791964299554,Free Shipping On Orders Over $150.00,Yes,New,,"Avenir 20 x 1.50 - 1.95 Tube Schrader. We pride our selves on having a large inventory of bicycle parts to meet everyones cycling needs."
24X175TU,24 X175 tube,"Avenir 24 x 175 Butyl Schraeder valve tube.",Bicycles > Tubes,24X175TU/nt,http://www.bicyclebuys.com/productimages/tube.jpg,3.99,8,Avenir,,765868429232,Free Shipping On Orders Over $150.00,Yes,New,,"Avenir 24 x 175 Butyl Schraeder valve tube."
26X175TU,26X1.75-2.125 Tube Schrader,"Avenir 26x1.95-2.125 Schrader tube. For use with mountain bikes that need standard valves.",Bicycles > Tubes,26X175TU/nt,http://www.bicyclebuys.com/productimages/tube.jpg,3.99,8.5,Avenir,001/1280,765868188535,Free Shipping On Orders Over $150.00,Yes,New,,"Avenir 26x1.95-2.125 Schrader tube. For use with mountain bikes that need standard valves."
12X214TU,12x21/4 Tube Schrader,"Cycle Pro 12x21/4 Tube Schrader.  We pride our selves on having a large inventory of bicycle parts to meet everyones cycling needs.",Bicycles > Tubes,12X214TU/nt,http://www.bicyclebuys.com/productimages/tube.jpg,3.99,8.5,Avenir,6315,072774063154,Free Shipping On Orders Over $150.00,Yes,New,,"Cycle Pro 12x21/4 Tube Schrader.  We pride our selves on having a large inventory of bicycle parts to meet everyones cycling needs."
24X138TU,24x13/8 Tube Schrader,"Avenir 24x13/8 Tube Schrader valve.  We pride our selves on having a large inventory of bicycle parts to meet everyones cycling needs.",Bicycles > Tubes,24X138TU/nt,http://www.bicyclebuys.com/productimages/tube.jpg,3.99,8,Avenir,,791964299318,Free Shipping On Orders Over $150.00,Yes,New,,"Avenir 24x13/8 Tube Schrader valve.  We pride our selves on having a large inventory of bicycle parts to meet everyones cycling needs."
26X138TU,26x13/8 Tube Schrader,"26x13/8 Butyl Tube Schrader valve.  We pride our selves on having a large inventory of bicycle parts to meet everyones cycling needs.",Bicycles > Tubes,26X138TU/nt,http://www.bicyclebuys.com/productimages/tube.jpg,3.99,10,Avenir,6302,072774063024,Free Shipping On Orders Over $150.00,Yes,New,,"26x13/8 Butyl Tube Schrader valve.  We pride our selves on having a large inventory of bicycle parts to meet everyones cycling needs."
27X114TU,XLC 27x11/4 (700x26/32c) Tube Schrader,"27x11/4 (700x26/32c) Tube has a 40mm long valve stem.   Schrader fits most old school road bikes as well as current hybrid wheels.",Bicycles > Tubes,27X114TU/nt,http://www.bicyclebuys.com/productimages/tube.jpg,3.99,8.5,XLC,,072774063017,Free Shipping On Orders Over $150.00,Yes,New,,"27x11/4 (700x26/32c) Tube has a 40mm long valve stem.   Schrader fits most old school road bikes as well as current hybrid wheels."
26X175PRTU,26x1.75-1.90 Presta Tube,"Avenir 26x1.50-1.9 Presta tube. For use with mountain bikes that need Presta (metal) valves.",Bicycles > Tubes,26X175PRTU/nt,http://www.bicyclebuys.com/productimages/tube.jpg,5.5,8.5,Avenir,144382,4032191777504,Free Shipping On Orders Over $150.00,Yes,New,,"Avenir 26x1.50-1.9 Presta tube. For use with mountain bikes that need Presta (metal) valves."
0851000,Saris Lock Plug Set,"Simple to install and highly effective in deterring thieves. Comes with two plugs and two keys for all Saris Load Bars.",Bicycles > Roof Carriers,0851000/nt,http://www.bicyclebuys.com/productimages/0851000.jpg,14.99,20,Saris,,,Free Shipping On Orders Over $150.00,Yes,New,,"Simple to install and highly effective in deterring thieves. Comes with two plugs and two keys for all Saris Load Bars."
0851001PART,Saris Roof Rack Fit Clip Set,"The Saris Roof Rack Fit Clips are designed to fit soecific models and years of vehicles in order to install Saris roof racks.  Contact Saris in order to find out which clips are for you.",Bicycles > Roof Carriers,0851001PART/nt,http://www.bicyclebuys.com/productimages/0851001.gif,19.99,25,Saris,GSX12,,Free Shipping On Orders Over $150.00,Yes,New,,"The Saris Roof Rack Fit Clips are designed to fit soecific models and years of vehicles in order to install Saris roof racks.  Contact Saris in order to find out which clips are for you."
0852001,"Thule LB50 50 Load Bars","Rugged steel beams coated with a rubberized black paint permit the outdoors-person to mount anything from bikes, to skis, to kayaks and cargo boxes. Please call us about fitting information for your specific vehicle.",Bicycles > Roof Carriers,0852001/nt,http://www.bicyclebuys.com/productimages/0852001.gif,80.99,90,Thule,LB50,091021626171,Free Shipping On Orders Over $150.00,Yes,New,,"Rugged steel beams coated with a rubberized black paint permit the outdoors-person to mount anything from bikes, to skis, to kayaks and cargo boxes. Please call us about fitting information for your specific vehicle."
0852006,Thule Aero Foot 400XT,"Designed for your vehicles without rain gutters. Foot tightens to bar and roof simultaneously. Custom fit for your car with Fit Kit. Please call us for detailed fitting information pertaining to your specific vehicle.",Bicycles > Roof Carriers,0852006/nt,http://www.bicyclebuys.com/productimages/085200.gif,156.95,175,Thule,400xt,091021400573,Free Shipping On Orders Over $150.00,Yes,New,,"Designed for your vehicles without rain gutters. Foot tightens to bar and roof simultaneously. Custom fit for your car with Fit Kit. Please call us for detailed fitting information pertaining to your specific vehicle."
0129972,Thule Frame Adaptor (982XT),"Thule offers a simple solution to the rear rack/ full suspension quandry. At long last the Thule Frame Adaptor allows dual-suspension bikes to be carried on almost any rear mount bike rack by creating a false top-tube.",Bicycles > Trunk Carriers,0129972/nt,http://www.bicyclebuys.com/productimages/0129972.jpg,34.99,28,Thule,982XT,091021982178,Free Shipping On Orders Over $150.00,Yes,New,,"Thule offers a simple solution to the rear rack/ full suspension quandry. At long last the Thule Frame Adaptor allows dual-suspension bikes to be carried on almost any rear mount bike rack by creating a false top-tube."
0100069,Polar CS100 Heart Rate Monitor And Cycle Computer,"Polar CS100 Heart Rate Monitor has the following features: Wireless ECG accurate heart rate.  Polar OwnZone®, Polar OwnCal®, Polar OwnCode®, Target zones with visual alarm, Target zones with audible alarm, Maximum heart rate of total exercise.",Bicycles > Heart Rate Monitors,0100069/nt,http://www.bicyclebuys.com/productimages/0100069.jpg,99.99,120,Polar Electro USA,90034017,7 25882 48282 8,Free Shipping On Orders Over $150.00,Yes,New,,"Polar CS100 Heart Rate Monitor has the following features: Wireless ECG accurate heart rate.  Polar OwnZone®, Polar OwnCal®, Polar OwnCode®, Target zones with visual alarm, Target zones with audible alarm, Maximum heart rate of total exercise."
0100055PART,SKS Sub 40 Mini Pump,"39 grams, the new world record for bicycle pumps. Thanks to SKS's revolutionary ThinSkin technology, they have been able to drive down the weight of the Sub 40 (get it?) below the 40g mark. However, lightweight construction alone is no use for the ambitio",Bicycles > Frame Pumps,0100055PART/nt,http://www.bicyclebuys.com/productimages/0100055PART.jpg,24.99,30,SKS,,,Free Shipping On Orders Over $150.00,Yes,New,,"39 grams, the new world record for bicycle pumps. Thanks to SKS's revolutionary ThinSkin technology, they have been able to drive down the weight of the Sub 40 (get it?) below the 40g mark. However, lightweight construction alone is no use for the ambitio"
0119701,Topeak Mini Morph Pump (TMM-1),"Topeak Mini Morph Pump.  This beautiful pump is equipped with a T-handle and Smarthead. A mini pump for the new millennium. Padded Elastomer T-handle and head provides a comfortable grip.",Bicycles > Frame Pumps,0119701/nt,http://www.bicyclebuys.com/productimages/0119701.jpg,24.99,34,Topeak,TMM-1,768661117009,Free Shipping On Orders Over $150.00,Yes,New,,"Topeak Mini Morph Pump.  This beautiful pump is equipped with a T-handle and Smarthead. A mini pump for the new millennium. Padded Elastomer T-handle and head provides a comfortable grip."
0114528,Blackburn EX-1 Rack,"Blackburn EX-1 Rack is the perfect solution to your trekking/touring needs. Made of the highest quality aluminum and welded to exact specifications, this rack ensures hundreds of years of fail-safe operation.",Bicycles > Bicycle Racks,0114528/nt,http://www.bicyclebuys.com/productimages/0114528.jpg,44.99,45,Blackburn,2027629,748071004458,Free Shipping On Orders Over $150.00,Yes,New,,"Blackburn EX-1 Rack is the perfect solution to your trekking/touring needs. Made of the highest quality aluminum and welded to exact specifications, this rack ensures hundreds of years of fail-safe operation."
0720788PART,Bellwether Thermaldress Leg Warmers,"Bellwether Leg Warmers has Brushed Thermal dress fabric combines micro fibres with lycra to produce exeptional heat insulation and excellent breathability.Fleeced inner surface.",Bicycles > Winter Clothing / Accessories,0720788PART/nt,http://www.bicyclebuys.com/productimages/0720788PART.jpg,39.99,45,Bellwether,99314,,Free Shipping On Orders Over $150.00,Yes,New,,"Bellwether Leg Warmers has Brushed Thermal dress fabric combines micro fibres with lycra to produce exeptional heat insulation and excellent breathability.Fleeced inner surface."
1799005,Innovations Presta Valve Adapter,"Easily screws onto your Presta valve (the skinny kind) to convert it to Schraeder (what you've got on your car).  This lets you pump your tire with a traditional gas-station air hose.  Adapter can be left on the valve stem permanently, so that it doesn't ",Bicycles > Tire tools,1799005/nt,http://www.bicyclebuys.com/productimages/1799005.jpg,1.75,3,Innovations,,708162036126,Free Shipping On Orders Over $150.00,Yes,New,,"Easily screws onto your Presta valve (the skinny kind) to convert it to Schraeder (what you've got on your car).  This lets you pump your tire with a traditional gas-station air hose.  Adapter can be left on the valve stem permanently, so that it doesn't "
CPSA26X175TI,Cycle Pro Swiss Army 26x175 Tire Black,"The CyclePro Swiss Army tire is a perfect tire for the enthuisiast cyclist. Because of its center tread, this tire is perfect to turn any  mountain bike into a smooth riding street bike. Because of its side tread, it is still capable of providing excellen",Bicycles > Mountain Tires,CPSA26X175TI/nt,http://www.bicyclebuys.com/productimages/CPSA26X175TI.jpg,14.99,25,Cycle Pro,,,Free Shipping On Orders Over $150.00,Yes,New,,"The CyclePro Swiss Army tire is a perfect tire for the enthuisiast cyclist. Because of its center tread, this tire is perfect to turn any  mountain bike into a smooth riding street bike. Because of its side tread, it is still capable of providing excellen"
1010076,Shimano Shadow XT M772 SGS Rear Derailleur,"Shmano Shadow XT M772 SGS Rear Derailleur.  Like the latest XTR, options are the emphasis of the new Deore XT. The debut of the Shimano Shadow Rear Derailleur yields a third rear derailleur option, joining the Top-Normal (NON-RAPID RISE). A Shadow RD plac",Bicycles > Rear Derailleur,1010076/nt,http://www.bicyclebuys.com/productimages/1010076.jpg,94.99,130,Shimano,IRDM772SGS,689228130333,Free Shipping On Orders Over $150.00,Yes,New,,"Shmano Shadow XT M772 SGS Rear Derailleur.  Like the latest XTR, options are the emphasis of the new Deore XT. The debut of the Shimano Shadow Rear Derailleur yields a third rear derailleur option, joining the Top-Normal (NON-RAPID RISE). A Shadow RD plac"
1010023,Sram XO 9/speed Shifters,"ESP® 1:1® Actuation Ratio & SRS™ for light, precise indexing.  The body is designed with a 50mm Shorty w/lightweight Grilon® composite finish and ergo tornado style grip.",Bicycles > Mountain Shifters,1010023/nt,http://www.bicyclebuys.com/productimages/1010023.jpg,69.99,90,Sram,200-807,710845008078,Free Shipping On Orders Over $150.00,Yes,New,,"ESP® 1:1® Actuation Ratio & SRS™ for light, precise indexing.  The body is designed with a 50mm Shorty w/lightweight Grilon® composite finish and ergo tornado style grip."
0402066PART,Shimano PD-A530 Pedal,"Shimano PD-A530 gives rider the ability to ride platform one day, clipped in the other. Sealed bearings, tension adjustment on engangement mechanism, spd compatible. Includes Shimano SH51 cleats. Very light at 383 grams per set... Available as either Silv",Bicycles > Road Clipless Pedals,0402066PART/nt,http://www.bicyclebuys.com/productimages/0402066.jpg,74.99,110,Shimano,PDA530,,Free Shipping On Orders Over $150.00,Yes,New,,"Shimano PD-A530 gives rider the ability to ride platform one day, clipped in the other. Sealed bearings, tension adjustment on engangement mechanism, spd compatible. Includes Shimano SH51 cleats. Very light at 383 grams per set... Available as either Silv"
0402067,Shimano PD-M545 Clipless Pedal,"PD-M545 off-road sport pedals. Easy step-in design, replaceable light alloy cages, dual pop-up SPD blindings, cartridge bearing axle. Weight:567g (pair)",Bicycles > Mountain Clipless Pedals,0402067/nt,http://www.bicyclebuys.com/productimages/0402067.jpg,84.99,120,Shimano,M545,689228118782,Free Shipping On Orders Over $150.00,Yes,New,,"PD-M545 off-road sport pedals. Easy step-in design, replaceable light alloy cages, dual pop-up SPD blindings, cartridge bearing axle. Weight:567g (pair)"
0402053,Sunlite ATB Alloy/Resin Pedals & Straps,"ATB pedals with straps,  Durable  resin body, all steel cage, chromoly axle with water resistant bearings, toe clips and straps are  included.",Bicycles > Bmx / Adult Standard Pedals,0402053/nt,http://www.bicyclebuys.com/productimages/0402053.jpg,19.99,30,Sunlite,41449,791964320487,Free Shipping On Orders Over $150.00,Yes,New,,"ATB pedals with straps,  Durable  resin body, all steel cage, chromoly axle with water resistant bearings, toe clips and straps are  included."
1010068,Shimano Dura-Ace Di2 RD-7970 Rear Derailleur,"Shimano Dura-Ace Di2 RD-7970 Rear Derailleur. The revolutionary Dura-Ace Di2 electronic shifting option with SEIS (Shimano Electronic Intelligent System) takes the already superior Shimano shifting performance to a whole new level never seen before. The i",Bicycles > Rear Derailleur,1010068/nt,http://www.bicyclebuys.com/productimages/1010068.jpg,899.99,900,Shimano,IRD7970SS,689228278622,Free Shipping On Orders Over $150.00,Yes,New,,"Shimano Dura-Ace Di2 RD-7970 Rear Derailleur. The revolutionary Dura-Ace Di2 electronic shifting option with SEIS (Shimano Electronic Intelligent System) takes the already superior Shimano shifting performance to a whole new level never seen before. The i"
