RETSKU	PRODUCT TITLE	DETAILED DESCRIPTION	CATEGORIZATION	PRODUCT URL	PRIMARY IMAGE URL	SELLING PRICE	REGULAR PRICE	Condition	MANUFACTURER NAME	MANUFACTURER PART NUMBER	UPC / EAN	Availability	Color	Size	Material	Gender	Shipping
GIE21PART	Giro E2 Helmet	"Giro took the best of the Exodus and made it even better. With 24 enormous vents, E2 is a mere skeleton of its predecessor. It’s also lighter, and features Wind Tunnel Ventilation, an in-mold Hardbody™ and our top-of-the-line Roc Loc 3."	Sporting Goods > Bicycles & Scooters > Helmets	http://www.bicyclebuys.com/item/GIE21PART&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/GIE28PART.jpg	87.99	87.99	New	Giro			Yes			Polystyrene                                       	unisex    	-1
GIMM23	Giro Mad Max II Full-Face Helmet	"The  Mad Max II offers the benefits of a one-piece full-face desig, plus an adjustable bolt-on visor, plush padding and super cool ventilation. Weight 43.2oz vents 15"	Sporting Goods > Bicycles & Scooters > Helmets	http://www.bicyclebuys.com/item/GIMM23&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/GIMM23.jpg	59.99	120	New	Giro			Yes			Polystyrene                                       	unisex    	-1
GISE3PART	Giro Semi Helmet	"""This low-profile helmet was built for progressive riders who want extra coverage.  The in-mold design gives it extra strength without sacrificing weight.  12 vents keep our nugget cool.  
Weight 12oz / 340g"""	Sporting Goods > Bicycles & Scooters > Helmets	http://www.bicyclebuys.com/item/GISE3PART&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/GISE2.jpg	39.99	0	New	Giro			Yes					-1
GIPIXSN2	Giro Pitch Snow Sports Helmet XS/S Black	"""Fit is an essential part of a ski helmets protection.Giro's Super Fit sizing conforms to a range of young head sizes. Removable pads let it adjust to their growth spurts. Offers a full peripheral vision front
XS/S (52-55.5/20.5""-21.75"")"""	Sporting Goods > Bicycles & Scooters > Helmets	http://www.bicyclebuys.com/item/GIPIXSN2&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/GIPIXSN2.jpg	39.99	0	New	Giro	9466	361857946645	Yes	Black	XS/S			-1
BETE4PART	Bell Tension Full-Face Helmet	"The new Tension brings moto styling, features and toughness riders who need it.  Features a durable, multi-layered fiberglass shell with EPS foam liner, removable and washable comfort liner and cheek pads."	Sporting Goods > Bicycles & Scooters > Helmets	http://www.bicyclebuys.com/item/BETE4PART&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/BETE4PART.jpg	69.99	110	New	Bell			Yes			Polystyrene                                       	unisex    	-1
BEME4PART	Bell Metro (Metropolis) Helmet	"This helmet was designed with the commuter in mind.  Comes with Bells’ Fusion In-mold  Microshell, Softshell bottom wrap.  GPS fit system, VistaLite strap. Channeled ventilation. Blade visor, Cam-Lock levers.  <B>Identical to the 2007 model except for dif"	Sporting Goods > Bicycles & Scooters > Helmets	http://www.bicyclebuys.com/item/BEME4PART&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/BEME4PART.jpg	59.99	75	New	Bell			Yes					-1
GIATM4PART	Giro Atmos Helmet '04	"The Atmos '04 is identical to the '05, '06, '07, '08 except for colors.  The Atmos is anything but thin air.  This is the most aggressive silhouette Giro has ever carved around 26 Wind Tunnel vents, with a new carbon Rib Cage reinforcement, interior strap"	Sporting Goods > Bicycles & Scooters > Helmets	http://www.bicyclebuys.com/item/GIATM4PART&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/GIATM4PART.jpg	139.99	190	New	Giro			Yes			Polystyrene                                       	unisex    	-1
GIMM24PART	Giro Mad Max II Helmet	"The  Mad Max II offers the benefits of a one-piece full-face desig, plus an adjustable bolt-on visor, plush padding and super cool ventilation. Weight 43.2oz/1225g vents 15"	Sporting Goods > Bicycles & Scooters > Helmets	http://www.bicyclebuys.com/item/GIMM24PART&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/GIMM24PART.jpg	59.99	120	New	Giro			Yes			Polystyrene                                       	unisex    	-1
GIMM25PART	Giro Mad Max II Helmet	"The  Mad Max II offers the benefits of a one-piece full-face desig, plus an adjustable bolt-on visor, plush padding and super cool ventilation. Weight 43.2oz/1225g, vents 15."	Sporting Goods > Bicycles & Scooters > Helmets	http://www.bicyclebuys.com/item/GIMM25PART&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/GIMM25PART.jpg	59.99	120	New	Giro			Yes			Polystyrene                                       	unisex    	-1
LI9116PART	Limar 911 Helmet	"Limar 911 Helmet ia a performance Road / triathlon / MTB Helmet. Aggressively styled, with a largest number of vents in the industry, internal safety cage, carbon v-frame for low weight and extra stranght, Double in-mold process. It is one of the most adv"	Sporting Goods > Bicycles & Scooters > Helmets	http://www.bicyclebuys.com/item/LI9116PART&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/LI9116PART.jpg	109.99	150	New	Limar			Yes			Polystyrene                                       	unisex    	-1
BESWR8PART	Bell Sweep R (Road) Helmet '08	"Bell Sweep R Road Helmet is a masterpiece of design and function with 20 functional vents that keep your head cool and a style that keeps you cool. The legendary GPS Fit System keeps the helmet secure while remaining incredible comfortable. In-mold constr"	Sporting Goods > Bicycles & Scooters > Helmets	http://www.bicyclebuys.com/item/BESWR8PART&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/BESWR8PART.jpg	99.99	135	New	Bell			Yes			Polystyrene                                       		-1
BEME6PART	Bell Metro (Metropolis) Helmet '06	"The Bell Metropolis helmet was designed with the commuter in mind.  Comes with Bells’ Fusion In-mold  Microshell, Softshell bottom wrap.  GPS fit system, VistaLite strap. Channeled ventilation. Blade visor, Cam-Lock levers. <B>Identical to the 2007 model "	Sporting Goods > Bicycles & Scooters > Helmets	http://www.bicyclebuys.com/item/BEME6PART&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/BEME6PART.jpg	64.99	75	New	Bell			Yes					-1
BEVA7PART	Bell Variant Mountain Helmet '07	"The Bell Variant is a multi use helmet.  Cross Country, Downhill, Enduro, Freeride, Trials, Urban Assault.  You name it, you can ride with this helmet."	Sporting Goods > Bicycles & Scooters > Helmets	http://www.bicyclebuys.com/item/BEVA7PART&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/BEVA7PART.jpg	64.99	100	New	Bell			Yes			Polystyrene                                       	unisex    	-1
0751002PART	Fox Rampage Helmet	"Fox makes the world's best motocross helmets and people have been asking them for years to make a bike helmet. Well, the wait is finally over. Introducing the next evolution in bike helmets - the Rampage DH by FOX. They've taken their expertise in MX helm"	Sporting Goods > Bicycles & Scooters > Helmets	http://www.bicyclebuys.com/item/0751002PART&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0751002PART.jpg	69.95	120	New	Fox			Yes			Polystyrene                                       	unisex    	-1
BESWXC7PART	Bell Sweep XC Helmet	"Bell Sweep XC Mountain Helmet features VPV Adjustable Visor, Fusion in-mold shell, in-mold bottom wrap, clear GPS fot system, internal reinforcement, channeled ventilation, cam lock levers, registered graphics."	Sporting Goods > Bicycles & Scooters > Helmets	http://www.bicyclebuys.com/item/BESWXC7PART&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/BESWXC7PART.jpg	109.99	145	New	Bell			Yes			Polystyrene                                       		-1
BEME7PART	Bell Metro (Metropolis) Helmet '07	"The Bell Metropolis helmet was designed with the commuter in mind.  Comes with Bells’ Fusion In-mold  Microshell, Softshell bottom wrap.  GPS fit system, VistaLite strap. Channeled ventilation. Blade visor, Cam-Lock levers. Weight 11.3oz/422g Vents 16"	Sporting Goods > Bicycles & Scooters > Helmets	http://www.bicyclebuys.com/item/BEME7PART&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/BEME7PART.jpg	64.99	75	New	Bell			Yes			Polyester                                         	unisex    	-1
GIRE0PART	Giro Remedy Helmet '10	"Giro Remedy Full Face Helmet '10. The fiberglass-shelled Remedy offers the same level of protection, ventilation and attention to detail as its fraternal twin, the Remedy CF, and manages it all at a nice price. It’s built for long park sessions, big mount"	Sporting Goods > Bicycles & Scooters > Helmets	http://www.bicyclebuys.com/item/GIRE0PART&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/GIRE0PART.jpg	114.99	130	New	Giro	20231		Yes			Polystyrene                                       	unisex    	-1
GIRI9PART	Giro Rift Helmet	"Giro Rift Cycling Helmet is a Road as well as offroad helmet.  With enough features to compare to higher priced versions without the price."	Sporting Goods > Bicycles & Scooters > Helmets	http://www.bicyclebuys.com/item/GIRI9PART&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/GIRI9PART.jpg	54.99	55	New	Giro	20079		Yes			Polystyrene                                       	unisex    	-1
GIPN8PART	Giro Pneumo Helmet	"The Giro Pneumo offers top-level performance, full internal reinforcement and a sleek silhouette that captures the essence of perfect, winding roads. But it's the amazing amount of "nothing" in this helmet that makes it so special."	Sporting Goods > Bicycles & Scooters > Helmets	http://www.bicyclebuys.com/item/GIPN8PART&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/GIPN8PART.jpg	89.99	145	New	Giro			Yes			Polystyrene                                       	unisex    	-1
GIATM8PART	Giro Atmos Helmet '08	"The Atmos is the racer's helmet.  Lighweight and sleek.  The Roc Loc 4 fit system is a micro adjust retention system for a custome fit. In-mold construction, 26 vents with internal channels, in-mold Carbon Reinforcement Roll Cage.  All these technical fea"	Sporting Goods > Bicycles & Scooters > Helmets	http://www.bicyclebuys.com/item/GIATM8PART&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/GIATM8PART.jpg	139.99	175	New	Giro			Yes			Polystyrene                                       	unisex    	-1
GIAN8PART	Giro Animas Helmet	"The Giro Animas offers aggressive styling and high-caliber performance features matched to massive vents that were made for epic endurance challenges and tough terrain. If you live and breathe for long rides, this is your helmet"	Sporting Goods > Bicycles & Scooters > Helmets	http://www.bicyclebuys.com/item/GIAN8PART&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/GIAN8PART.jpg	79.99	105	New	Giro			Yes			Polystyrene                                       	unisex    	-1
GIFLK8PART	Giro Flak BMX Helmet '08	"Minimal styling that covers all of the basics with none of the BS. The Giro Flak is a true dirt jump lid, with high-impact ABS shell for durability and skate-style padding for comfort and a snug fit."	Sporting Goods > Bicycles & Scooters > Helmets	http://www.bicyclebuys.com/item/GIFLK8PART&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/GIFLK8PART.jpg	31.99	35	New	Giro			Yes			Polystyrene                                       	unisex    	-1
BESWXC8PART	Bell Sweep XC MTB Helmet	"Bell Sweep XC Mountain Helmet features VPV Adjustable Visor, Fusion in-mold shell, in-mold bottom wrap, clear GPS fot system, internal reinforcement, channeled ventilation, cam lock."	Sporting Goods > Bicycles & Scooters > Helmets	http://www.bicyclebuys.com/item/BESWXC8PART&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/BESWXC8PART.jpg	109.99	145	New	Bell			Yes			Polystyrene                                       	unisex    	-1
0751015PART	SIX SIX ONE Evolution Carbon Helmet	"SIX SIX ONE Evolution Carbon Helmet is an ultra lightweight, real carbon fiber full face helmet. Possibly the lightest helmet in class, it is also highly breathable, has an awesome fit, and provides incredible protection. The whole helmet is constructed o"	Sporting Goods > Bicycles & Scooters > Helmets	http://www.bicyclebuys.com/item/0751015PART&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0751015PART.jpg	149.99	290	New	SIXSIXONE			Yes					-1
GIATM9PART	Giro Atmos Helmet '09	"Giro Atmos Road Helmet '09. Designed to meet exacting needs of elite riders and racers from every corner of the globe, the Atmos has set the standards for high performance, remarkable style, and comfy fit. So whether you find yourself racing a local crit "	Sporting Goods > Bicycles & Scooters > Helmets	http://www.bicyclebuys.com/item/GIATM9PART&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/GIATM9PART.jpg	139.99	175	New	Giro			Yes			Polystyrene                                       	unisex    	-1
LGDI9PART	Louis Garneau Diamond Helmet	"Louis Garneau Diamond Road Helmet is a top of the line helmet from Louis Garneau. This helmet weighs in at only 290g, featuring 40 vents while remaining CPSC-ASTM-CEN certified. This helmet has Spiderlock Elite which is a stabilizing device that lets a ri"	Sporting Goods > Bicycles & Scooters > Helmets	http://www.bicyclebuys.com/item/LGDI9PART&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/LGDI9PART.jpg	169.99	190	New	Louis Garneau	1405847		Yes			Polystyrene                                       		-1
GISA9PART	Giro Saros Helmet	"Giro Saros Road Cycling Helmet has In-Mold technology that fuses the outer liner with the impact absorbing EPS Liner.  Giro's patented Rock Lock 4 fit system gives a perfect adjustment.  Wind Tunnel Ventilation provides superb cooling."	Sporting Goods > Bicycles & Scooters > Helmets	http://www.bicyclebuys.com/item/GISA9PART&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/GISA9PART.jpg	119.99	120	New	Giro			Yes			Polystyrene                                       	unisex    	-1
GIAD0PART	Giro Advantage 2 Helmet '10	"Giro Advantage Road Cycling Helmet '09 is shaped with input from the world's fastest riders over 23 years. The choice of elite professionals like Lance Armstrong, Alberto Contador, Levi Leiphheimer, David Millar, Alejandro Valverde. Advantage 2 represents"	Sporting Goods > Bicycles & Scooters > Helmets	http://www.bicyclebuys.com/item/GIAD0PART&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/GIAD9PART.jpg	129.99	160	New	Giro	ADVAN2HEL		Yes			Polystyrene                                       	unisex    	-1
GIXE9PART	Giro Xen Mountain Helmet '09	"Giro Xen Mountain Helmet '09 is the original all-mountain helmet. Xen balances the smooth, low profile style and coverage of skate helmets with the lighter weight and ventilation of high-performance XC helmets. It's enlightened choice for today's high-per"	Sporting Goods > Bicycles & Scooters > Helmets	http://www.bicyclebuys.com/item/GIXE9PART&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/GIXE9PART.jpg	99.99	130	New	Giro			Yes			Polystyrene                                       	unisex    	-1
GIATH9PART	Giro Athlon Helmet '09	"Giro Athlon Mountain Helmet '09. If your mountain bike riding style means going from point A to B as fast as possible, then you'll be happy to know we've finally developed the ultimate competition-competition-specific MTB helmet. 23 generous Wind Tunnel v"	Sporting Goods > Bicycles & Scooters > Helmets	http://www.bicyclebuys.com/item/GIATH9PART&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/GIATH9PART.jpg	99.99	130	New	Giro			Yes			Polystyrene                                       	unisex    	-1
GIPH9PART	Giro Phase Helmet '09	"Giro Phase Mountain Helmet '09 is compact, cool, and durable enough to handle even the most daunting climbs and rock-strewn ribbons of singletrack. And it's super value for riders who want high-profile performance in a low-profile helmet."	Sporting Goods > Bicycles & Scooters > Helmets	http://www.bicyclebuys.com/item/GIPH9PART&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/GIPH9PART.jpg	74.99	75	New	Giro			Yes			Polystyrene                                       	unisex    	-1
0803100PART	Louis Garneau Windscreen Visor	"Louis Garneau Windscreen is for the Crono, Rocket Air and Superleggra Helmets.  Protect your eyes with this Polycarbonate facial protector."	Sporting Goods > Bicycles & Scooters > Helmets	http://www.bicyclebuys.com/item/0803100PART&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0803100PART.jpg	32.99	40	New	Louis Garneau	1405029		Yes			Polystyrene                                       		-1
GIIOLA9PART	Giro Ionos Lance Armstrong (Livestrong) Road Cycling Helmet	"Giro Ionos Livestrong Road Cycling Helmet '09. The Ionos is the most technologically advanced road cycling helmet Giro has ever created. Our revolutionary in-mold composite sub-frame (I.C.S.) provides the strength support 21 of the largest vents ever carv"	Sporting Goods > Bicycles & Scooters > Helmets	http://www.bicyclebuys.com/item/GIIOLA9PART&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/GIIOLA9PART.jpg	160	230	New	Giro			Yes			Polystyrene                                       	unisex    	-1
BECI0PART	Bell Citi Helmet	"Reserved styling and adaptable features make the Bell Citi the perfect townie helmet, whether you're on the way to work or off to the coffee shop. From the ErgoDial fit system for easy sizing adjustments to the durability of Fusion In-Mold construction, t"	Sporting Goods > Bicycles & Scooters > Helmets	http://www.bicyclebuys.com/item/BECI0PART&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/BECI0PART.jpg	49.99	50	New	Bell			Yes			Polystyrene                                       	unisex    	-1
BEVO10PART	Bell Volt Bicycle Helmet '10	"The Volt is an amazing combination of massive ventilation, svelte weight, and high-tech comfort. Eleven frontal vents corral massive amounts of air with the help of the Volt's custom-sculpted Composite Fiber Intakes(TM) (CFI) which direct flow to the helm"	Sporting Goods > Bicycles & Scooters > Helmets	http://www.bicyclebuys.com/item/BEVO10PART&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/BEVO10PART.jpg	154.99	175	New	Bell			Yes			Polystyrene                                       	unisex    	-1
BESW10PART	Bell Sweep Helmet '10	"Bell Sweep Helmet '10.  Already one of the most popular and winning helmets on both the road and mountain bike circuits, the Sweep now features Bell's Twin Axis Gear (TAG) fit system. With 20 functional vents actively channeling airflow over the head and "	Sporting Goods > Bicycles & Scooters > Helmets	http://www.bicyclebuys.com/item/BESW10PART&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/BESW10PART.jpg	99.99	140	New	Bell			Yes			Polystyrene                                       	unisex    	-1
BELU2PART	Bell Lumen Helmet '12	"The Bell Lumen Helmet has 22 high volume, internally channeled vents, a dial-to-fit GPS fit system and beautiful graphics."	Sporting Goods > Bicycles & Scooters > Helmets	http://www.bicyclebuys.com/item/BELU2PART&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/BELU2PART.jpg	59.99	65	New	Bell			Yes			Polystyrene                                       	unisex    	-1
GIATH0PART	Giro Athlon Helmet '10	"Giro Athlon Mountain Helmet.  If your mountain bike riding style involves a timing chip and a podium, then you’ll be relieved to know we’ve developed a competition-specific MTB helmet, just for you. 23 generous Wind Tunnel™ vents plus smooth style, a comp"	Sporting Goods > Bicycles & Scooters > Helmets	http://www.bicyclebuys.com/item/GIATH0PART&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/GIATH0PART.jpg	99.99	130	New	Giro	ATHLON		Yes			Polystyrene                                       	unisex    	-1
BESL0PART	Bell Slant Sport Helmet '10	"Versatile, stylish and affordable, the Bell Slant is an exceptional helmet at an amazing price. Features 21 channeled vents, a Fusion In-Mold Microshell, ErgoDial fit system, easy-adjust Cam-lock strap levers, and a Blade visor."	Sporting Goods > Bicycles & Scooters > Helmets	http://www.bicyclebuys.com/item/BESL0PART&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/BESL0PART.jpg	39.99	55	New	Bell			Yes			Polystyrene                                       	unisex    	-1
BEVEN2PART	Bell Venture Helmet '12	"Bell Venture Sport Helmet has loads of top-notch features for your next adventure. Features Bell’s Fusion In-Mold construction, ErgoDial fit system, easy-to-adjust Cam-Lock levers, 23 vents, and a snap-in visor."	Sporting Goods > Bicycles & Scooters > Helmets	http://www.bicyclebuys.com/item/BEVEN2PART&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/BEVEN2PART.jpg	39.99	40	New	Bell			Yes			Polystyrene                                       	unisex    	-1
BEXLV1PART	Bell XLV Helmet	"This time bigger really is better with the all new Bell XLV Helmet. Based on the stylish Bell Venture, the XLV brings big time style and features the extra large of head."	Sporting Goods > Bicycles & Scooters > Helmets	http://www.bicyclebuys.com/item/BEXLV1PART&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/BEXLV0PART.jpg	34.99	40	New	Bell			Yes			Polystyrene                                       		-1
BEDA0PART	Bell Dart Helmet '10	"The new Bell Dart Youth Cycling Helmet is easy to fit, has great graphics and flashing lights, and comes with the peace-of-mind the legendary Bell logo brings, what more could you want in a kid's helmet? The Dart features the hassle-free OneStep fit syste"	Sporting Goods > Bicycles & Scooters > Helmets	http://www.bicyclebuys.com/item/BEDA0PART&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/BEDA0PART.jpg	34.99	35	New	Bell			Yes			Polystyrene                                       	unisex    	-1
GIATM0PART	Giro Atmos Helmet '10	"The Giro Atmos Road Helmet continues to set the standard for high performance, matchless style, and comfortable fit. It’s low profile silhouette, 26 Wind Tunnel vents, and benchmark in-mold Roll Cage make it a top choice for road, ‘cross, and XC riders al"	Sporting Goods > Bicycles & Scooters > Helmets	http://www.bicyclebuys.com/item/GIATM0PART&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/GIATM0PART.jpg	149.99	175	New	Giro			Yes			Polystyrene                                       	unisex    	-1
GIFLK1PART	Giro Flak BMX Helmet	"Giro Flak BMX Cycle Helmet. The Flak features a durable ABS shell, plush padding, and super sweet graphics to round out your look. Available in three sizes and multiple color and graphic combinations, it’s the right lid for the job."	Sporting Goods > Bicycles & Scooters > Helmets	http://www.bicyclebuys.com/item/GIFLK1PART&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/GIFLK0PART.jpg	39.99	40	New	Giro			Yes			Polystyrene                                       	unisex    	-1
GIFLU1PART	Giro Flume Helmet	"Giro Flume is a youth sized bicycle helmet. With easy-to-adjust features, durable construction and exciting graphics.  The Acu Dial fit system allows perfect fit for any child."	Sporting Goods > Bicycles & Scooters > Helmets	http://www.bicyclebuys.com/item/GIFLU1PART&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/GIFLU0PART.jpg	39.99	40	New	Giro			Yes			Polyester                                         	unisex    	-1
GIHE0PART	Giro Hex Helmet '10	"Giro Hex Mountain Cycling Helmet '10. The Hex fuses a muscular, progressive style with the versatility you need for aggressive trail riding. It’s a great choice for price-conscious riders looking for a rugged all-mountain helmet that offers loads of premi"	Sporting Goods > Bicycles & Scooters > Helmets	http://www.bicyclebuys.com/item/GIHE0PART&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/GIHE0PART.jpg	64.99	85	New	Giro			Yes			Polystyrene                                       	unisex    	-1
GIPH0PART	Giro Phase Helmet '10	"Giro Phase Mountain Helmet is compact, cool, and durable enough to handle even the most daunting climbs and rock-strewn ribbons of singletrack.  In-Mold Technology with Acu Dial 2 Fit system."	Sporting Goods > Bicycles & Scooters > Helmets	http://www.bicyclebuys.com/item/GIPH0PART&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/GIPH0PART.jpg	59.99	75	New	Giro			Yes			Polystyrene                                       	unisex    	-1
GIRI1PART	Giro Rift Helmet '11	"Giro Rift Cycling Helmet '11 is a great choice for riders who want cool comfort and rugged good looks without breaking the bank. With premium features and details like our Universal Fit, Acu Dial fit system, and 24 cool vents, it’s a great choice for any "	Sporting Goods > Bicycles & Scooters > Helmets	http://www.bicyclebuys.com/item/GIRI1PART&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/GIRI0PART.jpg	54.99	55	New	Giro	20079		Yes			Polystyrene                                       	unisex    	-1
GISA0PART	Giro Saros Helmet '10	"Giro Saros Road Cycling Helmet '10. Performance features like Wind Tunnel™ ventilation, our benchmark Roc Loc 4® fit system, and a sleek, modern style makes Saros speak to riders planning to break from the pack and go their own way. Offered in eight remar"	Sporting Goods > Bicycles & Scooters > Helmets	http://www.bicyclebuys.com/item/GISA0PART&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/GISA0PART.jpg	104.99	120	New	Giro			Yes			Polystyrene                                       	unisex    	-1
GIST0PART	Giro Stylus Helmet '10	"Giro Stylus Road Cycling Helmet '10. Genuine Giro performance with a casual attitude. The Stylus combines impressive ventilation, a compact shape and amazing fit in a sleek style that’s perfect for riders who enjoy great routes as much as a swift pace."	Sporting Goods > Bicycles & Scooters > Helmets	http://www.bicyclebuys.com/item/GIST0PART&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/GIST0PART.jpg	64.99	85	New	Giro			Yes			Polystyrene                                       	unisex    	-1
GIRA0PART	Giro Rascal Helmet '10	"Kids don’t think twice about fit systems and tech specs, they just want to go ride. The Rascal’s new OneStep™ fit system provides a simple and intuitive method to quickly send your little rider on his way. Simply close the pinch-free buckle and they’re re"	Sporting Goods > Bicycles & Scooters > Helmets	http://www.bicyclebuys.com/item/GIRA0PART&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/GIRA0PART.jpg	39.99	40	New	Giro			Yes			Polystyrene                                       	unisex    	-1
GIXE0PART	Giro Xen Helmet '10	"Giro Xen Mountain Helmet '10 is the original and now iconic all-mountain helmet. Its smooth low-profile style hints at skate-style influence, but its big vents, light weight, and expanded rear coverage define it as a high performance helmet for the modern"	Sporting Goods > Bicycles & Scooters > Helmets	http://www.bicyclebuys.com/item/GIXE0PART&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/GIXE0PART.jpg	99.99	130	New	Giro			Yes			Polystyrene                                       	unisex    	-1
