code	name	description	price	product-url	merchant-site-category	image-url	manufacturer	classification	condition	size	color	SalePrice	MSRP	in-stock	availability	promo-text	shipping-price
0114569	BikeHard Aero StashR Bag	The BikeHard Aero StashR is ideal for carrying your iPod, phone and/or energy bars.	14.99	http://www.bicyclebuys.com/bagsracks/BagHandlebar/0114569	Bicycles > Bags > Handlebar Bags	http://www.bicyclebuys.com/productimages/0114569.jpg	BikeHard	new	new			14.99	25	y	1,2		
0114578	BikeHard Aero StashR XL Bag	New for 2009. Got a big stash and need easy access?  Grab yourself the Aero StashR XL. Bigger than its younger brother the Aero Stashr by 2.5 inches in length and .5 inches in height, its storage capacity is ideal for longer road rides (and convienient fo	19.989999999999998	http://www.bicyclebuys.com/bagsracks/BagHandlebar/0114578	Bicycles > Bags > Handlebar Bags	http://www.bicyclebuys.com/productimages/0114578.jpg	BikeHard	new	new			19.99	30	y	1,2		
0509258	Mavic Crossmax SL Disc Wheelset	Mavic Crossmax SL Disc Wheel is the new standard for Cross Country Racing. Re-designed hubs for stiffness, butted spokes for lightness, new lighter racing rim.	999.95000000000005	http://www.bicyclebuys.com/wheels/WheelMTB/0509258	Bicycles > Mountain Wheels > Mountain Wheels	http://www.bicyclebuys.com/productimages/0509258PART.jpg	Mavic	new	new			999.95	1000	y	1,2	Free Shipping	0.00
1729907	Kryptonite New York Fahgettaboutit U-Lock	Kryptonite New York Fahgettaboudit U-Lock. With the highest security rating this lock provides the ultimate protection. Lock it and Fahgettaboudit!	79.989999999999995	http://www.bicyclebuys.com/locks/U-Locks/1729907	Bicycles > Locks > U-Locks	http://www.bicyclebuys.com/productimages/1729907.jpg	Kryptonite	new	new			79.99	97	y	1,2		
0601524PART	Continental Ultra Gatorskin 700c Tire	Continental's Heavy duty road tire for extra protection. Puncture resistant Kevlar belt to reduce chance of flats. Duraskin fabric & Kevlar to boot!	39.990000000000002	http://www.bicyclebuys.com/tires/TiresRoad/0601524PART	Bicycles > Road Tires > Road Tires	http://www.bicyclebuys.com/productimages/0601523.gif	Continental	new	new			39.99	44	y	1,2	Free Shipping	0.00
1715375	Kryptonite Evolution (EV2000) Mini U-Lock	Kryptonite Evolution (EV2000) Mini U-Lock is the ultimate choice for bike messengers world wide with security rating of 9 out of 12.	49.990000000000002	http://www.bicyclebuys.com/locks/U-Locks/1715375	Bicycles > Locks > U-Locks	http://www.bicyclebuys.com/productimages/1715375.jpg	Kryptonite	new	new			49.99	60	y	1,2		
1729855PART	Kryptonite New York Chain w/EV Disc Lock	Kryptonite New York Chain with <b/>NEW</b> Evolution Series 4 Disc Lock. The NY Chain is a high security lock with innovative oval crossbar disc lock, designed to defeat thieves' maximum attacks.	69.989999999999995	http://www.bicyclebuys.com/locks/ChainLock/1729855PART	Bicycles > Locks > Chain Locks	http://www.bicyclebuys.com/productimages/1729855PART.jpg	Kryptonite	new	new			69.99	90	y	1,2		
1729849	Kryptonite R4 Retractable Combo Cable Lock	Kryptonite R4 Retractable Combo Cable Lock.  Stainless steel cable recommended for accessory and quick release component lock-up. Features haevy-duty recoli function for reliable maximum performance.  Advanced ergonomic design for easy use.  Set your own 	16.989999999999998	http://www.bicyclebuys.com/locks/CableLock/1729849	Bicycles > Locks > Cable Locks	http://www.bicyclebuys.com/productimages/1729849.jpg	Kryptonite	new	new			16.99	20	y	1,2		
GIIN9PART	Giro Indicator Helmet '09	The Giro Indicator's smooth, confidant style and amazing ventilation are combined in a modern design that compliments every type of rider. It's the perfect mix for riding roads, trails and everything in between.	39.990000000000002	http://www.bicyclebuys.com/helmets/HelmetMTB/GIIN9PART	Bicycles > Helmets > Mountain Helmets	http://www.bicyclebuys.com/productimages/GIIN9PART.jpg	Giro	new	new			33.9915	40	y	1,2	Free Shipping	0.00
GIIO9PART	Giro Ionos Road Cycling Helmet '09	Giro Ionos Road Cycling Helmet '09. The Ionos is the most technologically advanced road cycling helmet Giro has ever created. Our revolutionary in-mold composite sub-frame (I.C.S.) provides the strength support 21 of the largest vents ever carved into a h	189.99000000000001	http://www.bicyclebuys.com/helmets/HelmetRoad/GIIO9PART	Bicycles > Helmets > Road Helmets	http://www.bicyclebuys.com/productimages/GIIO9PART.jpg	Giro	new	new			161.4915	230	y	1,2	Limited Time Free Shipping	0.00
0104640	Cateye Strada RD400 Double Wireless Cycle Computer	The Cateye Strada Double Wireless with digital technology.  Over 30 separate ID codes will eliminate the possibilty of cross-talk with other computers.  Multi function with a small profile sensor that mounts on the rear stay, shows Cateye's technology is 	89.989999999999995	http://www.bicyclebuys.com/electronics/Computers/0104640	Bicycles > Cycle Computers > Cycle Computers	http://www.bicyclebuys.com/productimages/0104640.jpg	CatEye	new	new			89.99	100	y	1,2		
1715370	Kryptonite EZ Mount Lock BracKIT	This handy quick realease bracket attaches to most bikes for carrying Kryptonite locks. Easy to install, and it beats lugging a bulky U-lock around in your backpack!	12.99	http://www.bicyclebuys.com/locks/U-Locks/1715370	Bicycles > Locks > U-Locks	http://www.bicyclebuys.com/productimages/1715370.jpg	Kryptonite	new	new			12.99	15	y	1,2		
0104639PART	Cateye Strada RD300 Wireless Cycle Computer	The Cateye Strada is an easily mounted Wireless Cyle computer that will work on any bike.  Wireless technology eliminates wiring that can be problematic.	44.990000000000002	http://www.bicyclebuys.com/electronics/Computers/0104639PART	Bicycles > Cycle Computers > Cycle Computers	http://www.bicyclebuys.com/productimages/0104639PART.jpg	CatEye	new	new			44.99	55	y	1,2		
17299030PART	Kryptonite New York FAHGETTABOUDIT Chain w/ New York Disc Lock	Kryptonite New York Fahgettaboudit Chain with New York Disc Lock. Combining the toughest chain with toughest lock, resulting in the most extreme protection in high crime areas.	109.98999999999999	http://www.bicyclebuys.com/locks/ChainLock/17299030PART	Bicycles > Locks > Chain Locks	http://www.bicyclebuys.com/productimages/17299030PART.jpg	Kryptonite	new	new			109.99	126	y	1,2		
0104634	Cateye Micro Wireless MC100W Cycle Computer	The Micro is CatEye`s newest wireless computer. It has 10 functions and 12 features, including LED backlight, manual odometer re-set, and a bracket that will mount on both stem and handlebar. Available in silver, this is the wireless computer for any styl	44.990000000000002	http://www.bicyclebuys.com/electronics/Computers/0104634	Bicycles > Cycle Computers > Cycle Computers	http://www.bicyclebuys.com/productimages/0104634.jpg	CatEye	new	new			44.99	55	y	1,2		
0100214PART	Blackburn Air Stik SL Pump	Blackburn Air Stik SL Pump has unique two chamber design makes for 37% more air per stroke when compared to other pumps at the same size. This candy bar hand pump weighs only 58 grams with max 160psi.	24.989999999999998	http://www.bicyclebuys.com/pumps/PumpFrame/0100214PART	Bicycles > Pumps > Frame Pumps	http://www.bicyclebuys.com/productimages/0100214PART.jpg	Blackburn	new	new			24.99	25	y	1,2		
0129658	Sigma BC-1606L DTS Wireless Computer w/Cadence	The wireless BC 1606L DTS was able to persuade the testers at Mountain Bike even before its official launch. In the 06/06 edition 8 current wireless bike computers from leading manufacturers were tested. The SIGMA bike computer proved to be a first-class 	59.990000000000002	http://www.bicyclebuys.com/electronics/Computers/0129658	Bicycles > Cycle Computers > Cycle Computers	http://www.bicyclebuys.com/productimages/0129658.jpg	Sigma Sport	new	new			59.99	80	y	1,2		
0603124PART	Michelin Pro 3 Race Road Tire	Michelin Pro 3 Race Road Racing tire has improved rolling resistance and cornering grip.  Only 200 grams light. Manufactured with a Vectran Puncture Layer. Estimated life of the tire under normal use and conditions is 3500 km. Already proven in real world	44.990000000000002	http://www.bicyclebuys.com/tires/TiresRoad/0603124PART	Bicycles > Road Tires > Road Tires	http://www.bicyclebuys.com/productimages/0603124PART.jpg	Michelin	new	new			44.99	65.5	y	1,2		
0708815PART	BikeHard Genuine Gel Cycling Glove	The BikeHard cycling glove uses Genuine Gel palm padding.  Unlike other gloves that use modified gel with air injection, their padding is fully composed of gel.  This quarantees not to flatten out over time.  The Amara Synthetic Leather provides the resil	17.989999999999998	http://www.bicyclebuys.com/clothing/Gloves/0708815PART	Bicycles > Gloves > Cycling Gloves	http://www.bicyclebuys.com/productimages/0708815PART.jpg	BikeHard	new	new			17.99	27	y	1,2		
0601508PART	Continental Grand Prix 4000 700C Folding Tire	The successor to the highly popular Grand Prix 3000, 20% less rolling resistance, More lightweight.  Stronger puncture protection Higher mileage Anti ageing compound and tread wear indicators 650x23, 700x20/23/25The Black color tire come with Black Chili,	56.990000000000002	http://www.bicyclebuys.com/tires/TiresRoad/0601508PART	Bicycles > Road Tires > Road Tires	http://www.bicyclebuys.com/productimages/0601508PART.jpg	Continental	new	new			56.99	63	y	1,2	Free Shipping	0.00
0114102	Cat Eye TL-LD610 LED Tail Light	Cat Eye TL-LD610 LED Tail Light is a must-have for urban night riding. The new TL-LD610 is slimmer and brighter than its predecessor, with five LEDs and three modes that maximize your visibility. The FlexTight™™ bracket fits all bikes and mounts horizonta	19.989999999999998	http://www.bicyclebuys.com/lights/LightTail/0114102	Bicycles > LightSets > Tail Lights	http://www.bicyclebuys.com/productimages/0114102.jpg	CatEye	new	new			19.99	25	y	1,2		
0402058PART	Crank Brothers Candy SL Clipless Pedal	Crank Brothers Candy SL Pedals are lightweight easy to use.  The eggbeater technology provides maximum mud clearance and four entry points.  Serviceable pedal. 2-sided pedal, 4-sided entry, stainless steel spindle.	84.989999999999995	http://www.bicyclebuys.com/pedals/PedalsMTB/0402058PART	Bicycles > Clipless Pedals > Mountain Clipless Pedals	http://www.bicyclebuys.com/productimages/0402058PART.jpg	Crank Brothers	new	new			84.99	120	y	1,2		
BECI9PART	Bell Citi Helmet '09	Reserved styling and adaptable features make the Citi the perfect townie helmet, whether you're on the way to work or off to the coffee shop. From the ErgoDial fit system for easy sizing adjustments to the durability of Fusion In-Mold construction, the Be	49.990000000000002	http://www.bicyclebuys.com/helmets/HelmetMTB/BECI9PART	Bicycles > Helmets > Mountain Helmets	http://www.bicyclebuys.com/productimages/BECI9PART.jpg	Bell	new	new			49.99	50	y	1,2	Free Shipping	0.00
0414441	Shimano PD-M324 Clipless Pedal	Shimano PD-M324 Clipless Pedal.  This pedal is double sided. Standard cage on one side and SPD binder on the oposite means. Ideal for riding with regular shoes or Cleats. Sealed Bearing Cartridge. Adjustable cleat binding tension. 530g per pair	59.990000000000002	http://www.bicyclebuys.com/pedals/PedalsMTB/0414441	Bicycles > Clipless Pedals > Mountain Clipless Pedals	http://www.bicyclebuys.com/productimages/0414441.jpg	Shimano	new	new			59.99	100	y	1,2	Limited Time 	
1599919	Campagnolo Record 10/sp Chain (C-10)	Campagnolo 10/speed Record Ultra chain links are Teflon-finished chrome-nickel and have special shapes and bevels. The Highest quality available for Campy. 6.1mm. 259 grams.	54.990000000000002	http://www.bicyclebuys.com/drivetrain/Chains/1599919	Bicycles > Chains > Chains	http://www.bicyclebuys.com/productimages/1599919.jpg	Campagnolo	new	new			54.99	65	y	1,2		
1729904PART	Kryptonite New York Disc Lock w/ Bag	Kryptonite New York Disc Lock is ideal for really serious security needs.  New Piksafe cylinder, $750 anti-theft guarantee offer, includes pouch and disc lock reminder.	59.990000000000002	http://www.bicyclebuys.com/locks/DiscLock/1729904PART	Bicycles > Locks > Disc Locks	http://www.bicyclebuys.com/productimages/1729904.gif	Kryptonite	new	new			59.99	70	y	1,2		
GIIOLA9PART	Giro Ionos Lance Armstrong (Livestrong) Road Cycling Helmet '09	Giro Ionos Livestrong Road Cycling Helmet '09. The Ionos is the most technologically advanced road cycling helmet Giro has ever created. Our revolutionary in-mold composite sub-frame (I.C.S.) provides the strength support 21 of the largest vents ever carv	229.99000000000001	http://www.bicyclebuys.com/helmets/HelmetRoad/GIIOLA9PART	Bicycles > Helmets > Road Helmets	http://www.bicyclebuys.com/productimages/GIIOLA9PART.jpg	Giro	new	new			195.4915	230	y	1,2	Free Shipping	0.00
0603137PART	Vittoria Open Corsa Evo CX II 700x23 Tires	Vittoria Open Corsa Evo CX II 700x23 Tires.  Features the Kevlar® SiO2 3D compound with added silica for reduced rolling resistance and better grip in the wet. Corespun 320 tpi casing provides a lighter and more supple ride.  Lightweight at 230g, 320 tpi 	59.990000000000002	http://www.bicyclebuys.com/tires/TiresRoad/0603137PART	Bicycles > Road Tires > Road Tires	http://www.bicyclebuys.com/productimages/0603137.jpg	Vittoria	new	new			59.99	74	y	1,2	New Low Price 	
1729904L	Kryptonite New York Disc Lock Liberty w/ Bag	Kryptonite New York Disc Lock is the ultimate motorcycle & scooter lock for high theft areas.	59.990000000000002	http://www.bicyclebuys.com/locks/DiscLock/1729904L	Bicycles > Locks > Disc Locks	http://www.bicyclebuys.com/productimages/1729904L.jpg	Kryptonite	new	new			59.99	75	y	1,2		
0114568PART	BikeHard Aero Road Seat Bag	BikeHard Aero Road Seat Bag designed with hidden zipper for a more water tight closure.  Aero design to just fit under a racing seat.  Long enough for most essentials.  Extra tough 600x600D Polyester material with PVC coating keep your contents dry and sa	14.99	http://www.bicyclebuys.com/bagsracks/BagSeat/0114568PART	Bicycles > Bags > Seat Bags	http://www.bicyclebuys.com/productimages/0114568PART.jpg	BikeHard	new	new			14.99	22	y	1,2		
0603204PART	Hutchinson Fusion 2 700x23C Folding Tire	The Hutchinson Fusion 2. The updated version of the famous Fusion. The TRIPLE COMPOUND technology enables 3 rubbers with different properties to be used together, to help you get the best from your tire. The hard rubber in the center increases longevity &	29.989999999999998	http://www.bicyclebuys.com/tires/TiresRoad/0603204PART	Bicycles > Road Tires > Road Tires	http://www.bicyclebuys.com/productimages/0603204PART.jpg	Hutchinson	new	new			29.99	50	y	1,2		
0104635	CatEye V2 Double Wireless Cycle Computer	CatEye V2 Double Wireless Cycle Computer has 2.4GHz digital data transmission.   This technology eliminates interference and cross-talk, while the large screen simultaneously displays speed, cadence and time information. New integrated buttons keep a low 	129.99000000000001	http://www.bicyclebuys.com/electronics/Computers/0104635	Bicycles > Cycle Computers > Cycle Computers	http://www.bicyclebuys.com/productimages/0104635.jpg	CatEye	new	new			129.99	140	y	1,2	Free Shipping	0.00
1729887-C	Kryptonite Kryptoflex 1018 Combo Cable Lock 6'(180cm) x 10mm	Kryptonite Kryptoflex 1018 Resettable Combination Cable Lock is 6 feet long self coiling cable.  3/8" (10 mm) diameter combination cable for security in low crime areas and well-lit lock-up situations.  Integrated 4-digit resettable combination lock.  Ind	16.989999999999998	http://www.bicyclebuys.com/locks/CableLock/1729887-C	Bicycles > Locks > Cable Locks	http://www.bicyclebuys.com/productimages/1729887-C.jpg	Kryptonite	new	new			16.99	20	y	1,2		
SHM086LPART	Shimano SH-M086L Mountain Shoe	Take to the trails, the streets, the bike path or wherever else you want to ride with Shimano's SH-M086L Shoes cradling your feet. They feature fiberglass-reinforced nylon soles that improve stability and pedaling efficiency. And, their micro-adjustable b	99.989999999999995	http://www.bicyclebuys.com/shoes/ShoeMTB/SHM086LPART	Bicycles > Shoes > Mountain Shoes	http://www.bicyclebuys.com/productimages/SHM086LPART.jpg	Shimano	new	new			99.99	110	y	1,2		
0411446	Shimano PD-R6620 Ultegra Clipless Pedal	Shimano PD-R6620 Ultegra Clipless Pedal re-designed with an even wider alloy platform and low stack height and profile. New Stainless steel pedal body cover for slower wear and less lateral movement. Adjustable tension for all rider proficiensy levels. Fl	119.98999999999999	http://www.bicyclebuys.com/pedals/PedalsRoad/0411446	Bicycles > Clipless Pedals > Road Clipless Pedals	http://www.bicyclebuys.com/productimages/0411446.jpg	Shimano	new	new			119.99	180	y	1,2		
1729889A	Kryptonite Stronghold (Above Ground)	Kryptonite Stronghold ideal for securing a bike, car, boat or a super expensive grill.  Has an extra secure locking point. Above-ground model- attach to ground, wall, truck, or trailer bed. Steel shackle lays flat within domed body when not in use, making	64.989999999999995	http://www.bicyclebuys.com/locks/ChainLock/1729889A	Bicycles > Locks > Chain Locks	http://www.bicyclebuys.com/productimages/1729889.gif	Kryptonite	new	new			64.99	80	y	1,2		
0601534PART	Continental Mountain King UST Tubeless Tire	Continental Mountain King Tire. The tread blocks are of an intermediate design, distributed and shaped to deal with anything from soft loamy soil up to hardpack.	49.990000000000002	http://www.bicyclebuys.com/tires/TiresATB/0601534PART	Bicycles > ATB Tires > Mountain Tires	http://www.bicyclebuys.com/productimages/0601531PART.jpg	Continental	new	new			49.99	60	y	1,2		
0114596	BikeHard PumpHard 4.0 Floor Pump	The BikeHard PumpHard Floor Pump.  Super Durable 6063 T6 aluminum and steel Dual barrel and steel base plate keep this pump stable and long-lived.  Extra rugged high-pressure rubber hose prevents loss of air.  Top mounted Gauge for easy reading.  "Clever 	69.989999999999995	http://www.bicyclebuys.com/pumps/PumpFloor/0114596	Bicycles > Pumps > Floor Pumps	http://www.bicyclebuys.com/productimages/0114596.jpg	BikeHard	new	new			69.99	75	y	1,2		
0114161	CatEye HL-EL530 Opticube Headlight Black	This light sets a new standard in brightness for an alkaline battery lamp, producing over 1500 candlepower from a single white LED. The latest in LED design and Opticube lens technology.	52.990000000000002	http://www.bicyclebuys.com/lights/Headlight/0114161	Bicycles > LightSets > Head Lights	http://www.bicyclebuys.com/productimages/0114161.jpg	CatEye	new	new		Black	52.99	60	y	1,2		
1599918	Campagnolo Record Ultra Narrow (5.9mm) 10/sp Chain	Record 10s Ultra Narrow chain that is just 5.9-mm wide. Owing to its dimensions, the new version is lighter and quieter and facilitates adjustment of the rear derailleur. Chain links and pins are hollow so that the chain weighs only 255* g in all.	79.989999999999995	http://www.bicyclebuys.com/drivetrain/Chains/1599918	Bicycles > Chains > Chains	http://www.bicyclebuys.com/productimages/1599918.jpg	Campagnolo	new	new			79.99	100	y	1,2		
0104630	Cat-Eye Enduro 8 Cycle Computer	Cate-Eye's new generation technology.  8 Functions & 8 Features with this heay duty wired computer.  Trip distance 1 & 2, Current Speed, Average Speed, Elapsed Time, Maximum Speed, Odometer, Clock (12/24hr).	29.989999999999998	http://www.bicyclebuys.com/electronics/Computers/0104630	Bicycles > Cycle Computers > Cycle Computers	http://www.bicyclebuys.com/productimages/0104630.jpg	CatEye	new	new			29.99	35	y	1,2		
GIFLK9PART	Giro Flak BMX Cycle Helmet '09	Giro Flak is the dirt jump helmet of choice for riders like Paul Basagoitia, Greg Watts, John Cowan, and Jamie Goldman. High impact ABS shell, EPS liner, and comfortable padding with minimal styling and sick graphics makes this helmet a great choice.	39.990000000000002	http://www.bicyclebuys.com/helmets/HelmetBMX/GIFLK9PART	Bicycles > Helmets > BMX Helmets	http://www.bicyclebuys.com/productimages/GIFLK9PART.jpg	Giro	new	new			33.9915	40	y	1,2	Free Shipping	0.00
0710154PART	SIXSIXONE Core Saver Vest	The SIXSIXONE Core Saver Vest is great upper body protection for those who like to use their favorite elbow and forearm pads.  The side zipper and larger arms make it easy to get on and off but at the same time offers superior side protection.	84.989999999999995	http://www.bicyclebuys.com/clothing/BodyPadding/0710154PART	Bicycles > Body Armor > Body Armor	http://www.bicyclebuys.com/productimages/0710154PART.jpg	SIXSIXONE	new	new			84.99	140	y	1,2	Limited Time 	
SHMT21PART	Shimano SH-MT21 All Terrain Shoe	Shimano SH-MT21 All Terrain Shoe. Entry level SPD shoe which is as comfortable for pedalling as it is for walking: a great choice for recreational leisure riding and commuting Rubber sole and sensible tread will give grip when walking off-road and on smoo	54.990000000000002	http://www.bicyclebuys.com/shoes/ShoeMTB/SHMT21PART	Bicycles > Shoes > Mountain Shoes	http://www.bicyclebuys.com/productimages/SHMT21PART.jpg	Shimano	new	new			54.99	60	y	1,2	Free Shipping	0.00
0603151	Hutchinson Fusion Team Series Lampre Caffita (Black/Grey) 700x23 Tire	Hutchinson Fusion Team Series Lampre Caffita 700x23 Tire is the official tire of the Lampre team for the Tour. Weight 210gms	29.989999999999998	http://www.bicyclebuys.com/tires/TiresRoad/0603151	Bicycles > Road Tires > Road Tires	http://www.bicyclebuys.com/productimages/0603151.jpg	Hutchinson	new	new			29.99	55	y	1,2	Limited Time 	
0509334PART	Spinergy Stealth Gloss Carbon PBO Wheelset	Spinergy Stealth Gloss Carbon PBO Wheelset.  Advanced PBO fiber spokes (black or yellow) - 16 front/20 rear,  All black unidirectional thermoset composite carbon construction Compact Force 10 hub, utilizes 10 driving spokes for greater torsional stiffness	799.95000000000005	http://www.bicyclebuys.com/wheels/WheelRoad/0509334PART	Bicycles > Road Wheels > Road Wheels	http://www.bicyclebuys.com/productimages/0509334PART.jpg	Spinergy	new	new			799.95	1050	y	1,2	Limited Time Free Shipping	0.00
0114587	BikeHard Alloy Pump'R HP Road Pump w/Gauge (Double Action)	The BikeHard Alloy Pump'R HP is a lightweight bicycle pump with an Integrated Pressure Gauge. Constructed of high-grade 6063 aluminum barrel and composite plastics, this super sleek, extremely durable design provides superior pressure in a small light pac	19.989999999999998	http://www.bicyclebuys.com/pumps/PumpFrame/0114587	Bicycles > Pumps > Frame Pumps	http://www.bicyclebuys.com/productimages/0114587.jpg	BikeHard	new	new			19.99	30	y	1,2		
1729878	Kryptonite Cable And Padlock 818 (KCP) 6 feet x 5/16	Kryptonite Cable And Padlock (KCP).  5/16" (8mm) diameter cable and padlock system for use as a bicycle theft deterrent . 44mm padlock with case-hardened shackle . 6' X 5/16" (1.8m X 8mm) Vinyl-coated, twisted-steel cable . 1.2 lb. (.54 kg) .	13.99	http://www.bicyclebuys.com/locks/CableLock/1729878	Bicycles > Locks > Cable Locks	http://www.bicyclebuys.com/productimages/1729878.jpg	Kryptonite	new	new			13.99	17	y	1,2		
1599937	Shimano Dura-Ace 7801 10-Speed Chain	The new 10-speed Dura-Ace chain is lighter by an astonishing 24g, yet maintains the same durability as the 9-speed predecessor. The chain also adds a new fluid-smooth feel to the performance of the overall system.	39.990000000000002	http://www.bicyclebuys.com/drivetrain/Chains/1599937	Bicycles > Chains > Chains	http://www.bicyclebuys.com/productimages/1599937.jpg	Shimano	new	new			39.99	50	y	1,2		
0104613	Cat Eye V3 Triple Wireless Computer (Speed-Cadence-Heart Rate) TR300TW	Cat Eye V3 Triple Wireless Computer (Speed/Cadence/Heart Rate) TR300TW.  Redefining elegance and power. The latest 2.4GHz digital data transmission virtually eliminates interference and cross-talk, while the large screen simultaneously displays speed, cad	169.99000000000001	http://www.bicyclebuys.com/electronics/Computers/0104613	Bicycles > Cycle Computers > Cycle Computers	http://www.bicyclebuys.com/productimages/0104613.jpg	CatEye	new	new			169.99	220	y	1,2	Limited Time Free Shipping	0.00
GIAT27PART	Giro Atlas II X-Large Helmet	The Giro Atlas II is a rugged design with all of the features you need for day-in and day-out riding. It's perfect for rideers who want a comfortable, secure fit in a larger-than-average size..because some people live larger-than-average lives.	39.990000000000002	http://www.bicyclebuys.com/helmets/HelmetMTB/GIAT27PART	Bicycles > Helmets > Mountain Helmets	http://www.bicyclebuys.com/productimages/GIAT27PART.jpg	Giro	new	new	X-Large		33.9915	40	y	1,2	Free Shipping	0.00
SIDISOX	Sidi Socks By Defeet	The Aireator sports a mesh top that promotes quick drying and ventilation. The interior of the sock is made of Coolmax to wick the moisture away from your skin. The toe and heel are made of Cordura Nylon for extreme durability and abrasion resistance.	11.99	http://www.bicyclebuys.com/clothing/Socks/SIDISOX	Bicycles > Socks > Cycling Socks	http://www.bicyclebuys.com/productimages/SIDISOX.jpg	SIDI	new	new			11.99	15	y	1,2		
BEIN9PART	Bell Influx Mountain Helmet '09	The fact that this is the world's best helmet value is kind of beside the point. With features like 18 massive vents, Fusion In-Mold Microshell, Blade Visor, GPS fit system, Channeled Ventilation and Cam-lock Levers, the Bell Influx is a great helmet at a	54.990000000000002	http://www.bicyclebuys.com/helmets/HelmetMTB/BEIN9PART	Bicycles > Helmets > Mountain Helmets	http://www.bicyclebuys.com/productimages/BEIN8PART.jpg	Bell	new	new			54.99	65	y	1,2	Limited Time Free Shipping	0.00
LGDIW8PART	Louis Garneau Diva Woman's Spin/Cycle Shoe	Louis Garneau Diva is a super compfortable shoe ideal for Spin classes.  Can be used with regular pedals or cleated one's.  Uses standard SPD compatible cleat.	64.989999999999995	http://www.bicyclebuys.com/shoes/ShoeSpin/LGDIW8PART	Bicycles > Shoes > Spinning Shoes	http://www.bicyclebuys.com/productimages/LGDIW8PART.jpg	Louis Garneau	new	new			64.99	75	y	1,2		
1599945	Campagnolo Chorus Ultra-Narrow Chain	Campagnolo Chorus™ Ultra Narrow™ 10s chain is just 5.9-mm wide. These new dimensions make it lighter and more silent and facilitate adjustment of the rear derailleur. The links have been lightened so that the chain weighs only 269* g in all. The tests run	54.990000000000002	http://www.bicyclebuys.com/drivetrain/Chains/1599945	Bicycles > Chains > Chains	http://www.bicyclebuys.com/productimages/1599945.jpg	Campagnolo	new	new			54.99	70	y	1,2		
GISK9PART	Giro Skyla Women's Universal Fit Helmet '09	Giro Skyla Woman's Universal Fit Helmet.  In-Mold construction with the Acu Dial Fit system provides safety and comfort.  20 vents for great ventilation, snap fit visor for sun protection. Weight 9.5oz.	39.990000000000002	http://www.bicyclebuys.com/helmets/HelmetSport/GISK9PART	Bicycles > Helmets > Sport Helmets	http://www.bicyclebuys.com/productimages/GISK9PART.jpg	Giro	new	new			33.9915	40	y	1,2	Free Shipping	0.00
0129651	Sigma Sport Rox 9.0 Cycle Computer	Bike Computer with SIGMA DataCenter. Both on the bike and on the PC, the SIGMA ROX 9.0 answers just about all the questions you could imagine. Besides measuring altitude, inclination and temperature, the newly developed digitally encoded 3-channel wireles	209.99000000000001	http://www.bicyclebuys.com/electronics/Computers/0129651	Bicycles > Cycle Computers > Cycle Computers	http://www.bicyclebuys.com/productimages/0129651.jpg	Sigma Sport	new	new			209.99	300	y	1,2	Free Shipping	0.00
0402066	Shimano PD-A530 Pedal	Shimano PD-A530 gives rider the ability to ride platform one day, clipped in the other. And it's light!!!	74.989999999999995	http://www.bicyclebuys.com/pedals/PedalsMTB/0402066	Bicycles > Clipless Pedals > Mountain Clipless Pedals	http://www.bicyclebuys.com/productimages/0402066.jpg	Shimano	new	new			74.99	100	y	1,2		
0126846-60	Cannondale Speedster 60 Seat Bag	Cannondale Speedster 60 Seat Bag is perfect for holding an extra tube, multi-tool, cell phone, bit of cash, and your keys. Its belly is made from EPO Tarpaulin which resists road grimes and dirt sticking on to the bag. Single strap mounting lets you take 	17.989999999999998	http://www.bicyclebuys.com/bagsracks/BagSeat/0126846-60	Bicycles > Bags > Seat Bags	http://www.bicyclebuys.com/productimages/0126846-60.jpg	Cannondale	new	new			17.99	22	y	1,2		
GISA9PART	Giro Saros Road Bicycle Helmet	Giro Saros Road Cycling Helmet has In-Mold technology that fuses the outer liner with the impact absorbing EPS Liner.  Giro's patented Rock Lock 4 fit system gives a perfect adjustment.  Wind Tunnel Ventilation provides superb cooling.	119.98999999999999	http://www.bicyclebuys.com/helmets/HelmetRoad/GISA9PART	Bicycles > Helmets > Road Helmets	http://www.bicyclebuys.com/productimages/GISA9PART.jpg	Giro	new	new			101.9915	120	y	1,2	Free Shipping	0.00
1799007	Paceline Chamois Butter Skin & Chamois Lubricant 8oz	Paceline Chamois Butter is the premier conditioning material for shorts and synthetic or leather chamois.  Aleviate irritation and chafing with this lubricant.	13.99	http://www.bicyclebuys.com/clothing/BodyLotions/1799007	Bicycles > Body Lotions > Body Lotions	http://www.bicyclebuys.com/productimages/1799007.jpg	Paceline	new	new			13.99	16	y	1,2		
0114300	Blackburn Flea Front & Rear Lightset	Blackburn Flea Front & Rear Lightset.  This new micro lightset uses Blackburn's patented new charging system that sucks the power from any standard 1.5v alkaline battery.  It's the vampire of lights!  Great for charging on the go.	54.990000000000002	http://www.bicyclebuys.com/lights/LightSets/0114300	Bicycles > LightSets > Light Sets	http://www.bicyclebuys.com/productimages/0114300.jpg	Blackburn	new	new			54.99	55	y	1,2	Free Shipping	0.00
