RETSKU	PRODUCT TITLE	DETAILED DESCRIPTION	CATEGORIZATION	PRODUCT URL	PRIMARY IMAGE URL	SELLING PRICE	REGULAR PRICE	Condition	MANUFACTURER NAME	MANUFACTURER PART NUMBER	UPC / EAN	Availability	Color	Size	Material	Gender	Shipping
0414455	Shimano PD-M647 DX BMX/MTB Clipless Pedals	"Shimano PD-M647 DX BMX/MTB Clipless Pedals.  Dual-sided pop-up bindings that position the pedal body at 12.5 degrees angle for easy and fast entry, with adjustable cleat tension and indicators to show tension for each side."	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0414455#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0130044.jpg	89.99	100	New	Cycleops	7150	012527007462	Yes	Black		Nylon                                             	unisex    	-1
1736227	Park CT-4.2 Master Chain Tool	"The CT-4.2 Master Chain Tool replaces the CT-4 Master Chain Tool. The CT-4.2 will work with “hour-glass” shaped 8, 9, 10 and 11 speed chains. Also fits the asymmetrical Shimano chain designs such as Dura-Ace 7900.

Specially designed to work with the ti"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/1736227#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/1736227.jpg	59.95	67	New	Park	CT-4.2		Yes					-1
0129964	Cycleops Mag +Plus Indoor Trainer - Cycleops Trainer	"Cycleops Magnetic Plus Trainer provides adjustable resistance while you are training without getting off the bike.  The integrated unit provides 5 tension setting adjustments."	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0129964#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0129964-1.jpg	168.99	210	New	Cycleops	9006	012527002511	Yes			Steel                                             	unisex    	-1
0129965	Cycleops Trainer Bag	"Cycleops Trainer Bag.  The convenient way to take your trainer to rides and races.  Fits all Cycleops trainers.  Comes with 3 smaller inside pockets for a helmet, riser block, etc."	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0129965#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0129965.jpg	53.99	59.99	New	Cycleops	9709	012527002603	Yes					-1
0852001	Thule LB50 50" Load Bars	"Rugged steel beams coated with a rubberized black paint permit the outdoors-person to mount anything from bikes, to skis, to kayaks and cargo boxes. Please call us about fitting information for your specific vehicle."	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0852001#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0852001.gif	80.99	90	New	Thule	LB50	091021626171	Yes					-1
0852006	Thule Aero Foot 400XT	"Designed for your vehicles without rain gutters. Foot tightens to bar and roof simultaneously. Custom fit for your car with Fit Kit. Please call us for detailed fitting information pertaining to your specific vehicle."	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0852006#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/085200.gif	156.95	175	New	Thule	400xt	091021400573	Yes					-1
1010076	Shimano Shadow XT M772 SGS Rear Derailleur	"Shmano Shadow XT M772 SGS Rear Derailleur.  Like the latest XTR, options are the emphasis of the new Deore XT. The debut of the Shimano Shadow Rear Derailleur yields a third rear derailleur option, joining the Top-Normal (NON-RAPID RISE). A Shadow RD plac"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/1010076#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/1010076.jpg	94.99	130	New	Shimano	IRDM772SGS	689228130333	Yes					-1
1010023	Sram XO 9/speed Shifters	"ESP® 1:1® Actuation Ratio & SRS™ for light, precise indexing.  The body is designed with a 50mm "Shorty" w/lightweight Grilon® composite finish and ergo tornado style grip."	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/1010023#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/1010023.jpg	69.99	90	New	Sram	200-807	710845008078	Yes					-1
0402066PART	Shimano PD-A530 Pedal	"Shimano PD-A530 gives rider the ability to ride platform one day, clipped in the other. Sealed bearings, tension adjustment on engangement mechanism, spd compatible. Includes Shimano SH51 cleats. Very light at 383 grams per set... Available as either Silv"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0402066PART#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0402066.jpg	74.99	110	New	Shimano	PDA530		Yes			Alloy                                             	unisex    	-1
0402067	Shimano PD-M545 Clipless Pedal	"PD-M545 off-road sport pedals. Easy step-in design, replaceable light alloy cages, dual pop-up SPD blindings, cartridge bearing axle. Weight:567g (pair)"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0402067#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0402067.jpg	84.99	120	New	Shimano	M545	689228118782	Yes					-1
1010068	Shimano Dura-Ace Di2 RD-7970 Rear Derailleur	"Shimano Dura-Ace Di2 RD-7970 Rear Derailleur. The revolutionary Dura-Ace Di2 electronic shifting option with SEIS (Shimano Electronic Intelligent System) takes the already superior Shimano shifting performance to a whole new level never seen before. The i"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/1010068#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/1010068.jpg	899.99	900	New	Shimano	IRD7970SS	689228278622	Yes			Alloy                                             	unisex    	-1
spegc	Specialized El Gato Comp	"Double mesh construction for breathability / Synthetic upper for lasting durability and weight savings / Dual straps, with a lace option for snug fit / Neoprene tongue for added warmth and breathability / Replaceable cleats"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/spegc#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/spegc.jpg	69.99	0	New	Specialized			Yes		38			-1
1604395	Shimano Ultegra 1" Threaded Headset JIS	"Shimano Ultegra headset is constructed of lightweight alloy, to keep weight to a minimum. (108gms.) Sealed cartridge bearings keep out the elements. JIS standard sizing."	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/1604395#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/1604395.jpg	54.99	90	New	Shimano			Yes		1 inch Threaded			-1
SHM320PART	Shimano M-320	"A bullet proof off road racing shoe with molded elastomer X-O skeleton, polyester mesh upper, and non-loosening strap and buckle closures."	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/SHM320PART#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/shm320.jpg	99.99	170	New	Shimano			Yes			Synthetic Leather                                 	unisex    	-1
0977786	CoPilot Limo Baby Seat	"With a reclining back and adjustable foot wells, the CoPilot Limo features category-leading comfort and adjustability. With 150 grams of ultra-plush gel inside a washable pad, your kids will experience unsurpassed comfort.
<br> </br>
The Limo also inclu"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0977786#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0977786.jpg	134.99	135	New	CoPilot	2000724	768686751745	Yes			Plastic                                           	unisex    	-1
0977785	CoPilot Taxi Baby Seat	"The CoPilot Taxi offers secure and convenient way to carry kids. Plush, washable padding, and rugged construction promise to keep moms, dads and kids happy for many miles.
<br> </br>
The Taxi also includes a strong, lightweight tubular aluminum Blackbur"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0977785#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0977785.jpg	99.99	100	New	CoPilot	2000726	768686751752	Yes			Plastic                                           	unisex    	-1
0900127	USE Shokpost XCR Seatpost	"New SUMO clamp for 2006.
Easy one bolt adjustment/mounting.

Increased 2.3" of travel. 350grams - The lightest MTB. 7075T6 alloy. More active, plush feeling internals. Coil/MCU elastomer - For a controlled, No-pogo ride."	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0900127#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0900127.jpg	134.99	150	New	USE	AXCR		Yes	Titanium	25.0			-1
1601246	Ritchey Pro Logic Handlebar 40cm	"Ritchey Pro Logic Handlebar 40cm.  With the ergo bend and cable grooves, you'll be sitting pretty with these comfortable, lightweight bars."	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/1601246#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/1601246.jpg	59.99	70	New	Ritchey Design			Yes					-1
0509223PART	Mavic Free Hub Body	"The beautiful thing about Mavic wheels is the ability to easily convert your wheels from Shimano to Campagnolo compatability and vice versa. Simply purchase the freehub body for the appropriate style (Campy ED10 or Shimano M10), make the swap, and your wh"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0509223PART#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0509223.jpg	59.99	70	New	Mavic			Yes					-1
NWTFPART	Northwave Team Fibra Black	" Northwave Fibra®
 IFS Exoframe & MocTop toe box
 HLS Heel cup
 Overlap Weave System® & SuperStraps®
 Padded no-pressure Tongue"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/NWTFPART#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/nwtf.jpg	129.99	0	New	Northwave	bks99056		Yes	Black				-1
0900170	Terry Womens X Liberator Saddle	"Premier womens saddle using a special saddle mold and cut for ultimate comfort in a womens saddle. Black leather with a full cut out mid section. Sculptured foam make up the rear of the saddle. Weight 12.6oz with steel rail."	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0900170#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0900170.gif	64.99	80	New	Terry Precision			Yes	Black				-1
0900172	Terry Mens Liberator Y Black Saddle	"Terry has manufactured this saddle for ultimate comfort in a mens saddle. Black leather with a full cut out mid section. Sculptured foam make up the rear of the saddle. Weight 12.6oz with steel rails."	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0900172#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0900172.jpg	69.99	80	New	Terry Precision			Yes	Black				-1
0900173	Terry Liberator Race Saddle	"The Terry Liberator Race Saddle has a higher rear platform and more extremely dropped nose than any other Terry saddle for strong power riders with lots of sensitivity up front. Smooth leather surface, non-chafing, narrow profile, vanox rails and sleek st"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0900173#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0900173.jpg	89.99	105	New	Terry Precision	2103100	666953119727	Yes			Leather                                           	unisex    	-1
1010022	Sram Carbon 900 TT Barend shifters	"Featuring the highest quality materials and breathtaking design, the new SRAM Carbon 900 TT Shifters are the only shifters on the market using full carbon fiber levers.  To maintain quality shifts across a variety of chainring sizes, front shifting is ope"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/1010022#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/1010022.jpg	169.99	196	New	Sram	7015069000	710845504785	Yes					-1
THELSP	Thomson Elite Seat Post	"Thomson Elite Seatpost, arguably one of the prettiest pieces on any high-performace bike, the Thomson Elite is also one of the most versatile components available. The same Elite Seatpost can be used for spinning away hours on your Road Bike, bashing thro"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/THELSP#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/THELSP.jpg	89.99	100	New	Thomson	SP-E		Yes			Alloy                                             	unisex    	-1
1630421	Profile Designs T2+ Aerobars	"Profile Designs T2+ Aerobars.  "S-Bend" extensions perfect for riders looking for aggressive positioning for time-trial or triathlon 
MULTI-FIT System™ fits 26.0mm & 31.8mm bars 
6061-T6 aluminum extensions and forged brackets, Length, width, and rotati"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/1630421#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/1630421.jpg	125.99	140	New	Profile Designs	RHT21	723660990824	Yes	Black		Alloy                                             	unisex    	-1
1630413	Profile Design T1+ Al Aerobar	"The Profile Design T1+ Aerobar is an economical, aluminum version of the carbon Viper Handlebar.  Professional quality meets great price."	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/1630413#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/1630413.jpg	125.99	140	New	Profile Designs	RHT11	723660997991	Yes			Alloy                                             	unisex    	-1
0414465	Time ATAC Alium Pedals Black	"New wider pedal platform for improved foot stability.  New body design improves self-cleaning of the engagement mechanism.  Low spring tension causes less friction in extreme conditions.  New body profile and arch design provides faster step-in."	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0414465#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0414465.jpg	64.99	90	New	Time		01305002B	Yes	Black				-1
0414466	Time ROC ATAC Pedals	"Time ROC ATAC Pedals has a copmposite body and steel axle. Compatible with all SPD pedal systems. Self cleaning engaging mechanisim works in all conditions. Double side retention and wide cleat engagement window for easy step in and clip out. Great mud cl"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0414466#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0414466.jpg	99.99	120	New	Time	1306011	765868405830	Yes			PVC                                               	unisex    	-1
1729870	Kryptonite Evolution Series 4 LS U-Lock	"Kryptonite Evolution Series 4 LS U-Lock. This lock has security rating of 9 out of 12. With new oval design, this lock provides security for moderate to high crime areas."	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/1729870#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/1729870.jpg	54.99	67	New	Kryptonite	999355	2001813031	Yes					-1
0100181	Blackburn Tech Fluid Trainer	"Blackburn Tech Fluid is an ideal platform for precise interval and speed workouts. This hydraulic resistance trainer provides highly refined power curve, close matching an on-road ride feel. Frame stiffness and stability of this trainer is the best on the"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0100181#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0100181.jpg	224.99	295	New	Blackburn	2016647	768686798375	Yes			Steel                                             	unisex    	-1
0100180	Blackburn Tech Mag 3 Trainer	"Blackburn Trackstand Mag 3 Trainer is a high quality magnetic resistance trainer at an affordable price. 3 resistance settings allow different workout levels. Blackburn is the pioneer in indoor trainers and the Mag 3 is a new generation with a long histor"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0100180#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0100180.jpg	149.95	180	New	Blackburn	2016645	768686798351	Yes			Steel                                             	unisex    	-1
0100184	Blackburn Tech Mag 6 Trainer w/Remote Resistance	"Tech Mag 6 trainer offers a wide range of workout opportunities from simple warm ups to moderate interval and speed training. Bar mounted remote allows 6 resistance setting change on the fly. Tubular steel frame construction with adjust height means highl"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0100184#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0100184.jpg	179.99	200	New	Blackburn	2016646	768686798368	Yes			Steel                                             	unisex    	-1
0509321PART	Spinergy Stealth FCC Carbon Wheelset	"Spinergy Stealth FCC Wheelset.  Full Carbon wheels with a style all their own.  Lightweight and fast, these wheels will get the job done.  Ideal for stage races, criteriums, triathalons, climbing, and training."	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0509321PART#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0509323.jpg	1499.99	2200	New	Spinergy			Yes					-1
0900135	Profile Design Fast Forward Carbon (FFC) 27.2 Seatpost	"Profile Design Fast Forward Carbon 27.2 Seatpost. This unique Carbon bladed seatpost effectively changes a 73° seat tube angle frame to 78° to move the forward up to 38mm."	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0900135#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0900135.jpg	157.49	175	New	Profile Designs	ACKFWD2721	72366099175	Yes	Carbon	27.2	Carbon                                            	unisex    	-1
0921650	WTB Pure V Saddle Pro	"The Pure V features a distinctive drop nose design, wide whale-tail pedaling platform and an ergonomic contoured shape. This saddle also incorporates a Flex-Tuned shell with Comfort Zone and Love Channel cutouts. The Pure V is the saddle choice of freerid"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0921650#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0921650.jpg	69.95	100	New	WTB Cycles	w065-0249	714401652491	Yes					-1
1505515	Odyssey Black Widow Euro	"Odyssey Black Widow Euro crank are made of high quality Alluminum alloy.  For use on BMX American style bottom brackets."	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/1505515#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/1505515.jpg	129.99	160	New	Odyssey			Yes					-1
1577108PART	Shimano Ultegra 10-Speed FC-6600 Crankset	"Shimano Ultegra 10-Speed Crankset has the HOLLOWTECH II crankset design. Optimum balance of lightweight and rigidity.
As the Dura-Ace design, the combination of Hollow Axle and lightweight bottom Bracket design provides smoother rolling, minimal bearing "	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/1577108PART#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/1577108PART.jpg	179.99	250	New	Shimano			Yes			Alloy                                             	unisex    	-1
1010016	Sram Double Tap Flat Bar 10sp Shifters	"Sram Double Tap Flat Bar 10sp Shifters.  SRAM double tap technology makes the leap to performance flat bar bikes with the new SRAM flat bar road shifter. Smooth multi-gear upshifts and indexed single gear downshifts are lightning fast and a carbon fiber c"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/1010016#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/1010016.jpg	179.99	198	New	Sram	7015074000	710845606731	Yes			Carbon                                            	unisex    	-1
1010100	Shimano Tiagra ST-4501 9sp Double Shifter/Levers	"Shimano Tiagra ST-4501 9sp Double Shifter/Levers.  Anotomically correct, efficent replacement shifter/levers for your trusty 9 speed bike."	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/1010100#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/1010100.jpg	239.99	275	New	Shimano	UST4501PAB	689228299023	Yes					-1
0852016	Thule LB58 58" Load Bars	"Rugged steel beams coated with a rubberized black paint permit the outdoors-person to mount anything from bikes, to skiis, to kayaks and cargo boxes. Please call us about fitting information for your specific vehicle."	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0852016#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0852016.jpg	69.99	80	New	Thule	LB58	091021647176	Yes			Steel                                             	unisex    	-1
0129976	Hollywood F4 Heavy Duty 4 Bike Rack	"Hollywood F4 4 Bike Rack.  As its name implies, the F4 uses extra heavy duty steel tubing and hardware, allowing it to carry up to four bikes. An exclusive dual positioning trunk/bumper system allows a custom fit on all sedans, hatchbacks, sport-utes and "	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0129976#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0129976.jpg	134.96	150	New	Hollywood Engineering	F-4B	014658001043	Yes			Steel                                             	unisex    	-1
0100081	Blackburn Air Tower HP Floor Pump	"The Blackburn Air Tower HP Floor Pump is the ultimate high pressure floor pump with a max of over 220 psi.  Built as a 66cm (26 inch) tall aluminum barrel and aluminum base, with all metal internals, this pump is extremely precise and very durable. Blackb"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0100081#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0100081.jpg	79.99	80	New	Blackburn	2011706	768686789236	Yes			Alloy                                             	unisex    	-1
0508004	Shimano Ultegra WH-6700 Road Wheelset Tubeless Compatible	"ULTEGRA blends race-proven technology with ergonomic perfection. ULTEGRA Wheel Set features lightweight 10-Speed compatible alloy axles and freehub body with 16x20 straight pull stainless steel spokes. Road tubeless tires and clincher tires compatible. St"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0508004#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0508004.jpg	449.99	650	New	Shimano	WH-6700	689228293984	Yes			Alloy                                             	unisex    	-1
1504339	Shimano Ultegra FC-6600  53T Chainring 5 Bolt 130mm	"Shimano Ultegra FC-6600 Chainring 5 Bolt 130mm 53T"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/1504339#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/1504339.jpg	59.99	65	New	Shimano	Y1G398040	689228161191	Yes			Alloy                                             	unisex    	-1
1610071	Profile Design Century Clip-On Bars	"Profile Century Clip-On Bars.  One-piece design enhances simplicity. Perfect for touring and entry-level tiathlon events. 6061 aluminum tubing. Adjustable width arm for riding comfort. Black. 518 grams."	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/1610071#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/1610071.gif	89.99	100	New	Profile Designs	RHCEN1ZB	723660985097	Yes	Black		Alloy                                             	unisex    	-1
1630627	Easton EC90 Carbon Bar Ends	"Superlight and bombproof, Easton EC90 Carbon Bar Ends provide an additional cross-country riding/climbing position with an ergonomic shape that virtually melts in your hand."	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/1630627#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/1630627.jpg	62.99	75	New	Easton	2012088	76886796371	Yes	Carbon	Universal Size	Carbon                                            	unisex    	-1
DIPIPART	Diadora Picante	"Start with Diadora's Triple Threat competition sole that is made of rigid Diapan wih injection molded soft polyurethane. Brand new competition upper breathable black nylon mesh. Three strap Velcro closure for a snug fit."	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/DIPIPART#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/DIPI0.jpg	59.99	0	New	Diadora			Yes	Grey				-1
0852019	Thule Fairing 44" Large (872XT)	"Thule Fairing 44" (872). Our fairing goes on in five minutes flat and offers new styling, new mounting design, new sizes and improved noise reduction.  Protect your car and improve your gas milage."	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0852019#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0852043.jpg	79.99	85	New	Thule	872XT	091021872981	Yes					-1
0601509	Continental Grand Prix Supersonic 700x20 Tire	"Continental Grand Prix Supersonic 700x20 Tire is an extremely lightweight tire offers exceptionally low rolling resistance that rivals that of tubulars. Designed to allow unusually high inflation pressures, the distinctive black sidewall and anthracite tr"	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0601509#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0601509.gif	74.95	74.95	New	Continental	0118345	4019238197433	Yes	Black	700x20	Rubber                                            	unisex    	-1
0601510	Continental Grand Prix Supersonic 700x23 Tire	"Extremely lightweight tire offers exceptionally low rolling resistance that rivals that of tubulars. Designed to allow unusually high inflation pressures, the distinctive black sidewall and anthracite tread looks fast standing still."	Sporting Goods > Bicycles & Scooters > Parts & Accessories	http://www.bicyclebuys.com/item/0601510#pricegrabber&utm_source=pricegrabber&utm_medium=comparison-shopping&utm_campaign=PriceGrabber	http://www.bicyclebuys.com/productimages/0601509.gif	74.95	74.95	New	Continental	0118439	051342045167	Yes				unisex    	-1
